Orthogroup	BU_ATCC8492	PV_ATCC8482
OG0000454	BU_ATCC8492_02549, BU_ATCC8492_02748, BU_ATCC8492_02887	
OG0000455	BU_ATCC8492_02561	PV_ATCC8482_01817, PV_ATCC8482_04008
OG0000456	BU_ATCC8492_02564	PV_ATCC8482_00076, PV_ATCC8482_04015
OG0000457	BU_ATCC8492_02599, BU_ATCC8492_02665	PV_ATCC8482_03635
OG0000458	BU_ATCC8492_02679, BU_ATCC8492_03688	PV_ATCC8482_03882
OG0000459	BU_ATCC8492_02687	PV_ATCC8482_00263, PV_ATCC8482_03801
OG0000460	BU_ATCC8492_02719, BU_ATCC8492_03159	PV_ATCC8482_02849
OG0000461	BU_ATCC8492_02725	PV_ATCC8482_02482, PV_ATCC8482_03048
OG0000462	BU_ATCC8492_02731, BU_ATCC8492_03864	PV_ATCC8482_02632
OG0000463	BU_ATCC8492_02761, BU_ATCC8492_02796	PV_ATCC8482_03167
OG0000464	BU_ATCC8492_02762, BU_ATCC8492_02797	PV_ATCC8482_03168
OG0000465	BU_ATCC8492_02771, BU_ATCC8492_02778	PV_ATCC8482_03197
OG0000466	BU_ATCC8492_02779, BU_ATCC8492_03396	PV_ATCC8482_02494
OG0000467	BU_ATCC8492_02780, BU_ATCC8492_03497	PV_ATCC8482_00884
OG0000468	BU_ATCC8492_02781	PV_ATCC8482_01521, PV_ATCC8482_03193
OG0000469	BU_ATCC8492_02782	PV_ATCC8482_01522, PV_ATCC8482_03192
OG0000470	BU_ATCC8492_02783	PV_ATCC8482_01523, PV_ATCC8482_03191
OG0000471	BU_ATCC8492_02784	PV_ATCC8482_03190, PV_ATCC8482_03200
OG0000472	BU_ATCC8492_02793, BU_ATCC8492_03614	PV_ATCC8482_02121
OG0000473	BU_ATCC8492_02794, BU_ATCC8492_03615	PV_ATCC8482_02122
OG0000474	BU_ATCC8492_02795, BU_ATCC8492_03613	PV_ATCC8482_02120
OG0000475	BU_ATCC8492_02809, BU_ATCC8492_02810, BU_ATCC8492_02811	
OG0000476	BU_ATCC8492_02830, BU_ATCC8492_03193	PV_ATCC8482_03673
OG0000477	BU_ATCC8492_02883, BU_ATCC8492_03380, BU_ATCC8492_03421	
OG0000478	BU_ATCC8492_02965, BU_ATCC8492_02998	PV_ATCC8482_03551
OG0000479	BU_ATCC8492_03005	PV_ATCC8482_02896, PV_ATCC8482_03238
OG0000480	BU_ATCC8492_03045	PV_ATCC8482_00781, PV_ATCC8482_04177
OG0000481	BU_ATCC8492_03067, BU_ATCC8492_03349	PV_ATCC8482_00606
OG0000482	BU_ATCC8492_03068, BU_ATCC8492_03348	PV_ATCC8482_00605
OG0000483	BU_ATCC8492_03077, BU_ATCC8492_03282	PV_ATCC8482_03141
OG0000484	BU_ATCC8492_03082	PV_ATCC8482_02474, PV_ATCC8482_04054
OG0000485	BU_ATCC8492_03099	PV_ATCC8482_02209, PV_ATCC8482_03144
OG0000486	BU_ATCC8492_03110	PV_ATCC8482_02523, PV_ATCC8482_02533
OG0000487	BU_ATCC8492_03128	PV_ATCC8482_02869, PV_ATCC8482_03399
OG0000488	BU_ATCC8492_03144, BU_ATCC8492_03474	PV_ATCC8482_03380
OG0000489	BU_ATCC8492_03145, BU_ATCC8492_03475	PV_ATCC8482_03379
OG0000490	BU_ATCC8492_03156, BU_ATCC8492_03315	PV_ATCC8482_03563
OG0000491	BU_ATCC8492_03190, BU_ATCC8492_03191	PV_ATCC8482_03425
OG0000492	BU_ATCC8492_03235	PV_ATCC8482_02867, PV_ATCC8482_04109
OG0000493	BU_ATCC8492_03237	PV_ATCC8482_02866, PV_ATCC8482_04107
OG0000494	BU_ATCC8492_03278	PV_ATCC8482_04066, PV_ATCC8482_04067
OG0000495	BU_ATCC8492_03288	PV_ATCC8482_01717, PV_ATCC8482_03195
OG0000496	BU_ATCC8492_03335	PV_ATCC8482_02414, PV_ATCC8482_02416
OG0000497	BU_ATCC8492_03344	PV_ATCC8482_02409, PV_ATCC8482_03481
OG0000498	BU_ATCC8492_03357	PV_ATCC8482_03908, PV_ATCC8482_03978
OG0000499	BU_ATCC8492_03366	PV_ATCC8482_01835, PV_ATCC8482_03738
OG0000500	BU_ATCC8492_03370, BU_ATCC8492_03371	PV_ATCC8482_00011
OG0000501	BU_ATCC8492_03397	PV_ATCC8482_01326, PV_ATCC8482_02820
OG0000502	BU_ATCC8492_03409	PV_ATCC8482_03364, PV_ATCC8482_04042
OG0000503	BU_ATCC8492_03454	PV_ATCC8482_01017, PV_ATCC8482_01025
OG0000504	BU_ATCC8492_03455	PV_ATCC8482_01016, PV_ATCC8482_01024
OG0000505	BU_ATCC8492_03533	PV_ATCC8482_01967, PV_ATCC8482_02486
OG0000506	BU_ATCC8492_03552	PV_ATCC8482_00194, PV_ATCC8482_02229
OG0000507	BU_ATCC8492_03553	PV_ATCC8482_01852, PV_ATCC8482_02228
OG0000508	BU_ATCC8492_03554	PV_ATCC8482_01851, PV_ATCC8482_02227
OG0000509	BU_ATCC8492_03564	PV_ATCC8482_02217, PV_ATCC8482_02509
OG0000510	BU_ATCC8492_03571	PV_ATCC8482_01477, PV_ATCC8482_02967
OG0000511	BU_ATCC8492_03626	PV_ATCC8482_00801, PV_ATCC8482_00804
OG0000512	BU_ATCC8492_03655	PV_ATCC8482_01248, PV_ATCC8482_03354
OG0000513	BU_ATCC8492_03660	PV_ATCC8482_02604, PV_ATCC8482_03015
OG0000514	BU_ATCC8492_03726	PV_ATCC8482_01774, PV_ATCC8482_01845
OG0000515	BU_ATCC8492_03768, BU_ATCC8492_03892	PV_ATCC8482_04252
OG0000516	BU_ATCC8492_03803, BU_ATCC8492_03806	PV_ATCC8482_01320
OG0000517	BU_ATCC8492_03814	PV_ATCC8482_00314, PV_ATCC8482_02476
OG0000518	BU_ATCC8492_03815	PV_ATCC8482_02473, PV_ATCC8482_04053
OG0000519	BU_ATCC8492_03888	PV_ATCC8482_03878, PV_ATCC8482_04290
OG0000520		PV_ATCC8482_00035, PV_ATCC8482_00122, PV_ATCC8482_02051
OG0000521		PV_ATCC8482_00095, PV_ATCC8482_01034, PV_ATCC8482_03785
OG0000522		PV_ATCC8482_00161, PV_ATCC8482_00169, PV_ATCC8482_00184
OG0000523		PV_ATCC8482_00171, PV_ATCC8482_00195, PV_ATCC8482_02776
OG0000524		PV_ATCC8482_00182, PV_ATCC8482_01857, PV_ATCC8482_02725
OG0000525		PV_ATCC8482_00453, PV_ATCC8482_02358, PV_ATCC8482_03209
OG0000526		PV_ATCC8482_00461, PV_ATCC8482_02364, PV_ATCC8482_03216
OG0000527		PV_ATCC8482_00463, PV_ATCC8482_02366, PV_ATCC8482_03281
OG0000528		PV_ATCC8482_00935, PV_ATCC8482_00938, PV_ATCC8482_02758
OG0000529		PV_ATCC8482_01219, PV_ATCC8482_02534, PV_ATCC8482_02535
OG0000530		PV_ATCC8482_01792, PV_ATCC8482_04032, PV_ATCC8482_04071
OG0000531		PV_ATCC8482_02285, PV_ATCC8482_02500, PV_ATCC8482_02627
OG0000532		PV_ATCC8482_03778, PV_ATCC8482_03782, PV_ATCC8482_03784
OG0000533	BU_ATCC8492_00242	PV_ATCC8482_00113
OG0000534	BU_ATCC8492_03562	PV_ATCC8482_02219
OG0000535	BU_ATCC8492_00090	PV_ATCC8482_01080
OG0000536	BU_ATCC8492_02384	PV_ATCC8482_01196
OG0000537	BU_ATCC8492_00659	PV_ATCC8482_00320
OG0000538	BU_ATCC8492_00143	PV_ATCC8482_01418
OG0000539	BU_ATCC8492_02071	PV_ATCC8482_01429
OG0000540	BU_ATCC8492_03800	PV_ATCC8482_00526
OG0000541	BU_ATCC8492_00254	PV_ATCC8482_00537
OG0000542		PV_ATCC8482_02048, PV_ATCC8482_03804
OG0000543	BU_ATCC8492_02803, BU_ATCC8492_02849	
OG0000544	BU_ATCC8492_01665	PV_ATCC8482_02518
OG0000545	BU_ATCC8492_01513	PV_ATCC8482_01911
OG0000546	BU_ATCC8492_01518	PV_ATCC8482_02655
OG0000547	BU_ATCC8492_01467	PV_ATCC8482_03938
OG0000548		PV_ATCC8482_00570, PV_ATCC8482_01314
OG0000549	BU_ATCC8492_01538	PV_ATCC8482_00872
OG0000550	BU_ATCC8492_03565	PV_ATCC8482_02216
OG0000551	BU_ATCC8492_03556	PV_ATCC8482_02225
OG0000552	BU_ATCC8492_00091	PV_ATCC8482_00631
OG0000553	BU_ATCC8492_01055	PV_ATCC8482_02290
OG0000554	BU_ATCC8492_00798	PV_ATCC8482_00777
OG0000555	BU_ATCC8492_02174	PV_ATCC8482_00083
OG0000556	BU_ATCC8492_01057	PV_ATCC8482_02292
OG0000557	BU_ATCC8492_00660	PV_ATCC8482_00319
OG0000558		PV_ATCC8482_01417, PV_ATCC8482_02096
OG0000559	BU_ATCC8492_00992, BU_ATCC8492_02025	
OG0000560	BU_ATCC8492_00142	PV_ATCC8482_01777
OG0000561	BU_ATCC8492_01115	PV_ATCC8482_03803
OG0000562	BU_ATCC8492_03698	PV_ATCC8482_00138
OG0000563	BU_ATCC8492_02430	PV_ATCC8482_04020
OG0000564		PV_ATCC8482_04150, PV_ATCC8482_04151
OG0000565	BU_ATCC8492_00303	PV_ATCC8482_02094
OG0000566		PV_ATCC8482_00029, PV_ATCC8482_01200
OG0000567	BU_ATCC8492_01156	PV_ATCC8482_03036
OG0000568	BU_ATCC8492_03214, BU_ATCC8492_03276	
OG0000569	BU_ATCC8492_02413	PV_ATCC8482_04070
OG0000570	BU_ATCC8492_01162	PV_ATCC8482_02465
OG0000571	BU_ATCC8492_03430	PV_ATCC8482_03542
OG0000572	BU_ATCC8492_02397	PV_ATCC8482_02805
OG0000573	BU_ATCC8492_02572	PV_ATCC8482_04087
OG0000574	BU_ATCC8492_01443, BU_ATCC8492_03331	
OG0000575	BU_ATCC8492_01851	PV_ATCC8482_00657
OG0000576	BU_ATCC8492_00791	PV_ATCC8482_00983
OG0000577	BU_ATCC8492_00243	PV_ATCC8482_00629
OG0000578	BU_ATCC8492_01855	PV_ATCC8482_00647
OG0000579	BU_ATCC8492_00609	PV_ATCC8482_01091
OG0000580	BU_ATCC8492_02389	PV_ATCC8482_00642
OG0000581	BU_ATCC8492_02053	PV_ATCC8482_04240
OG0000582	BU_ATCC8492_00136	PV_ATCC8482_02273
OG0000583	BU_ATCC8492_01808	PV_ATCC8482_00089
OG0000584	BU_ATCC8492_00240	PV_ATCC8482_00386
OG0000585		PV_ATCC8482_03004, PV_ATCC8482_04219
OG0000586		PV_ATCC8482_00115, PV_ATCC8482_00980
OG0000587	BU_ATCC8492_00197	PV_ATCC8482_02180
OG0000588	BU_ATCC8492_00662	PV_ATCC8482_00317
OG0000589	BU_ATCC8492_00665	PV_ATCC8482_01414
OG0000590	BU_ATCC8492_00096	PV_ATCC8482_00635
OG0000591	BU_ATCC8492_00979, BU_ATCC8492_00997	
OG0000592		PV_ATCC8482_00123, PV_ATCC8482_00140
OG0000593	BU_ATCC8492_01023	PV_ATCC8482_00779
OG0000594	BU_ATCC8492_03795	PV_ATCC8482_00648
OG0000595	BU_ATCC8492_03550	PV_ATCC8482_02232
OG0000596	BU_ATCC8492_01544	PV_ATCC8482_00411
OG0000597	BU_ATCC8492_03558	PV_ATCC8482_02223
OG0000598	BU_ATCC8492_01161	PV_ATCC8482_04123
OG0000599	BU_ATCC8492_03381, BU_ATCC8492_03386	
OG0000600	BU_ATCC8492_00815	PV_ATCC8482_00924
OG0000601	BU_ATCC8492_02541	PV_ATCC8482_04034
OG0000602	BU_ATCC8492_01681	PV_ATCC8482_01936
OG0000603	BU_ATCC8492_02677	PV_ATCC8482_04279
OG0000604	BU_ATCC8492_03677	PV_ATCC8482_01560
OG0000605	BU_ATCC8492_01940	PV_ATCC8482_01627
OG0000606		PV_ATCC8482_00962, PV_ATCC8482_03464
OG0000607	BU_ATCC8492_03561	PV_ATCC8482_02220
OG0000608	BU_ATCC8492_00089	PV_ATCC8482_01081
OG0000609	BU_ATCC8492_02770	PV_ATCC8482_03178
OG0000610	BU_ATCC8492_01666	PV_ATCC8482_02517
OG0000611		PV_ATCC8482_00762, PV_ATCC8482_02770
OG0000612	BU_ATCC8492_01499	PV_ATCC8482_02773
OG0000613	BU_ATCC8492_02801	PV_ATCC8482_02186
OG0000614	BU_ATCC8492_02651	PV_ATCC8482_00415
OG0000615	BU_ATCC8492_00580	PV_ATCC8482_00221
OG0000616	BU_ATCC8492_03763	PV_ATCC8482_00517
OG0000617	BU_ATCC8492_03178	PV_ATCC8482_01880
OG0000618	BU_ATCC8492_01395	PV_ATCC8482_01738
OG0000619	BU_ATCC8492_01123	PV_ATCC8482_00252
OG0000620	BU_ATCC8492_02300	PV_ATCC8482_03885
OG0000621	BU_ATCC8492_03117	PV_ATCC8482_00333
OG0000622	BU_ATCC8492_03170	PV_ATCC8482_03533
OG0000623	BU_ATCC8492_00098	PV_ATCC8482_01164
OG0000624	BU_ATCC8492_01114	PV_ATCC8482_00413
OG0000625	BU_ATCC8492_00569	PV_ATCC8482_03948
OG0000626	BU_ATCC8492_00713	PV_ATCC8482_01855
OG0000627	BU_ATCC8492_01674	PV_ATCC8482_02059
OG0000628	BU_ATCC8492_00871	PV_ATCC8482_01135
OG0000629	BU_ATCC8492_01129	PV_ATCC8482_01082
OG0000630	BU_ATCC8492_02523	PV_ATCC8482_04147
OG0000631	BU_ATCC8492_03209, BU_ATCC8492_03418	
OG0000632	BU_ATCC8492_03391	PV_ATCC8482_04134
OG0000633	BU_ATCC8492_01946	PV_ATCC8482_01633
OG0000634	BU_ATCC8492_03545	PV_ATCC8482_02237
OG0000635	BU_ATCC8492_01424	PV_ATCC8482_00400
OG0000636	BU_ATCC8492_03873	PV_ATCC8482_02023
OG0000637	BU_ATCC8492_01901	PV_ATCC8482_00739
OG0000638	BU_ATCC8492_00058	PV_ATCC8482_01587
OG0000639	BU_ATCC8492_00186, BU_ATCC8492_02660	
OG0000640	BU_ATCC8492_00302	PV_ATCC8482_00639
OG0000641	BU_ATCC8492_00307	PV_ATCC8482_00358
OG0000642	BU_ATCC8492_02335	PV_ATCC8482_02394
OG0000643	BU_ATCC8492_02332	PV_ATCC8482_02391
OG0000644	BU_ATCC8492_01064	PV_ATCC8482_02289
OG0000645	BU_ATCC8492_01155	PV_ATCC8482_04146
OG0000646	BU_ATCC8492_02538	PV_ATCC8482_03032
OG0000647	BU_ATCC8492_00214	PV_ATCC8482_00975
OG0000648	BU_ATCC8492_01947	PV_ATCC8482_01634
OG0000649	BU_ATCC8492_00019	PV_ATCC8482_00692
OG0000650	BU_ATCC8492_01903	PV_ATCC8482_00737
OG0000651	BU_ATCC8492_00187	PV_ATCC8482_01589
OG0000652	BU_ATCC8492_00093	PV_ATCC8482_00465
OG0000653	BU_ATCC8492_00784	PV_ATCC8482_00910
OG0000654	BU_ATCC8492_00188	PV_ATCC8482_03777
OG0000655	BU_ATCC8492_01213	PV_ATCC8482_02267
OG0000656	BU_ATCC8492_00761	PV_ATCC8482_00600
OG0000657	BU_ATCC8492_00608	PV_ATCC8482_00650
OG0000658	BU_ATCC8492_01228	PV_ATCC8482_01496
OG0000659	BU_ATCC8492_01948	PV_ATCC8482_01635
OG0000660	BU_ATCC8492_01943	PV_ATCC8482_01630
OG0000661	BU_ATCC8492_01942	PV_ATCC8482_01629
OG0000662	BU_ATCC8492_03618	PV_ATCC8482_02453
OG0000663	BU_ATCC8492_00856	PV_ATCC8482_01291
OG0000664	BU_ATCC8492_00065	PV_ATCC8482_03816
OG0000665	BU_ATCC8492_03683	PV_ATCC8482_01095
OG0000666	BU_ATCC8492_03169	PV_ATCC8482_03532
OG0000667	BU_ATCC8492_02064	PV_ATCC8482_04181
OG0000668	BU_ATCC8492_01124	PV_ATCC8482_00253
OG0000669	BU_ATCC8492_00944	PV_ATCC8482_01737
OG0000670	BU_ATCC8492_01394	PV_ATCC8482_03689
OG0000671	BU_ATCC8492_02918	PV_ATCC8482_01364
OG0000672	BU_ATCC8492_03021	PV_ATCC8482_04094
OG0000673	BU_ATCC8492_03334	PV_ATCC8482_02415
OG0000674	BU_ATCC8492_03332	PV_ATCC8482_02419
OG0000675	BU_ATCC8492_03337	PV_ATCC8482_02417
OG0000676	BU_ATCC8492_00287	PV_ATCC8482_00043
OG0000677	BU_ATCC8492_00448	PV_ATCC8482_00205
OG0000678	BU_ATCC8492_00522	PV_ATCC8482_00330
OG0000679	BU_ATCC8492_01825	PV_ATCC8482_02705
OG0000680	BU_ATCC8492_00745	PV_ATCC8482_04228
OG0000681	BU_ATCC8492_02241	PV_ATCC8482_02564
OG0000682	BU_ATCC8492_01122	PV_ATCC8482_00251
OG0000683	BU_ATCC8492_02683	PV_ATCC8482_02684
OG0000684	BU_ATCC8492_02915	PV_ATCC8482_01862
OG0000685	BU_ATCC8492_02753	PV_ATCC8482_02836
OG0000686	BU_ATCC8492_01694	PV_ATCC8482_00062
OG0000687	BU_ATCC8492_01887	PV_ATCC8482_00752
OG0000688	BU_ATCC8492_02454	PV_ATCC8482_02728
OG0000689	BU_ATCC8492_03830	PV_ATCC8482_03184
OG0000690	BU_ATCC8492_03166	PV_ATCC8482_02824
OG0000691	BU_ATCC8492_03548	PV_ATCC8482_02234
OG0000692	BU_ATCC8492_00086	PV_ATCC8482_03122
OG0000693	BU_ATCC8492_02982	PV_ATCC8482_03524
OG0000694	BU_ATCC8492_00157	PV_ATCC8482_00490
OG0000695	BU_ATCC8492_02371	PV_ATCC8482_01198
OG0000696	BU_ATCC8492_00257	PV_ATCC8482_04176
OG0000697	BU_ATCC8492_00284	PV_ATCC8482_01227
OG0000698	BU_ATCC8492_01525	PV_ATCC8482_03535
OG0000699	BU_ATCC8492_00347	PV_ATCC8482_00430
OG0000700	BU_ATCC8492_03197	PV_ATCC8482_04100
OG0000701	BU_ATCC8492_03551	PV_ATCC8482_02231
OG0000702	BU_ATCC8492_00380	PV_ATCC8482_00524
OG0000703	BU_ATCC8492_02658	PV_ATCC8482_01559
OG0000704	BU_ATCC8492_00431	PV_ATCC8482_00616
OG0000705	BU_ATCC8492_00542	PV_ATCC8482_00420
OG0000706	BU_ATCC8492_03171	PV_ATCC8482_02839
OG0000707	BU_ATCC8492_01033	PV_ATCC8482_02811
OG0000708	BU_ATCC8492_01062	PV_ATCC8482_02722
OG0000709	BU_ATCC8492_01121	PV_ATCC8482_00250
OG0000710	BU_ATCC8492_01766	PV_ATCC8482_00103
OG0000711	BU_ATCC8492_01146	PV_ATCC8482_00919
OG0000712	BU_ATCC8492_02833	PV_ATCC8482_03204
OG0000713	BU_ATCC8492_01154	PV_ATCC8482_01112
OG0000714	BU_ATCC8492_02100	PV_ATCC8482_01116
OG0000715	BU_ATCC8492_01282	PV_ATCC8482_03609
OG0000716	BU_ATCC8492_03295	PV_ATCC8482_03656
OG0000717	BU_ATCC8492_01413	PV_ATCC8482_01683
OG0000718	BU_ATCC8492_02505	PV_ATCC8482_02587
OG0000719	BU_ATCC8492_03251	PV_ATCC8482_02873
OG0000720	BU_ATCC8492_01471	PV_ATCC8482_04199
OG0000721	BU_ATCC8492_02102	PV_ATCC8482_00431
OG0000722	BU_ATCC8492_01597	PV_ATCC8482_01970
OG0000723	BU_ATCC8492_02664	PV_ATCC8482_02551
OG0000724	BU_ATCC8492_01818	PV_ATCC8482_02698
OG0000725	BU_ATCC8492_01975	PV_ATCC8482_01661
OG0000726	BU_ATCC8492_01973	PV_ATCC8482_01659
OG0000727	BU_ATCC8492_02016	PV_ATCC8482_03758
OG0000728	BU_ATCC8492_02812	PV_ATCC8482_03291
OG0000729	BU_ATCC8492_03807	PV_ATCC8482_03735
OG0000730	BU_ATCC8492_02334	PV_ATCC8482_02393
OG0000731	BU_ATCC8492_02452	PV_ATCC8482_03974
OG0000732	BU_ATCC8492_03176	PV_ATCC8482_03114
OG0000733	BU_ATCC8492_03368	PV_ATCC8482_03716
OG0000734	BU_ATCC8492_03575	PV_ATCC8482_00054
OG0000735	BU_ATCC8492_00001	PV_ATCC8482_00001
OG0000736	BU_ATCC8492_00002	PV_ATCC8482_00002
OG0000737	BU_ATCC8492_00004	PV_ATCC8482_01439
OG0000738	BU_ATCC8492_00053, BU_ATCC8492_02656	
OG0000739	BU_ATCC8492_00060, BU_ATCC8492_00181	
OG0000740	BU_ATCC8492_00063	PV_ATCC8482_03814
OG0000741	BU_ATCC8492_00064	PV_ATCC8482_03815
OG0000742	BU_ATCC8492_00067	PV_ATCC8482_00005
OG0000743	BU_ATCC8492_00070	PV_ATCC8482_01100
OG0000744	BU_ATCC8492_00071	PV_ATCC8482_00008
OG0000745	BU_ATCC8492_00072	PV_ATCC8482_00009
OG0000746	BU_ATCC8492_00073	PV_ATCC8482_00010
OG0000747	BU_ATCC8492_00074	PV_ATCC8482_00571
OG0000748	BU_ATCC8492_00076	PV_ATCC8482_00012
OG0000749	BU_ATCC8492_00077	PV_ATCC8482_00013
OG0000750	BU_ATCC8492_00078	PV_ATCC8482_00014
OG0000751	BU_ATCC8492_00079	PV_ATCC8482_00015
OG0000752	BU_ATCC8492_00080	PV_ATCC8482_00016
OG0000753	BU_ATCC8492_00081	PV_ATCC8482_00017
OG0000754	BU_ATCC8492_00082	PV_ATCC8482_00018
OG0000755	BU_ATCC8492_00083	PV_ATCC8482_00019
OG0000756	BU_ATCC8492_00085	PV_ATCC8482_00521
OG0000757	BU_ATCC8492_00088	PV_ATCC8482_00534
OG0000758	BU_ATCC8492_00097	PV_ATCC8482_01037
OG0000759	BU_ATCC8492_00099	PV_ATCC8482_00522
OG0000760	BU_ATCC8492_00103	PV_ATCC8482_00541
OG0000761	BU_ATCC8492_00106	PV_ATCC8482_00021
OG0000762	BU_ATCC8492_00107	PV_ATCC8482_00027
OG0000763	BU_ATCC8492_00111	PV_ATCC8482_02629
OG0000764	BU_ATCC8492_00112	PV_ATCC8482_03903
OG0000765	BU_ATCC8492_00113	PV_ATCC8482_03904
OG0000766	BU_ATCC8492_00121	PV_ATCC8482_00348
OG0000767	BU_ATCC8492_00122	PV_ATCC8482_00349
OG0000768	BU_ATCC8492_00123	PV_ATCC8482_00357
OG0000769	BU_ATCC8492_00125	PV_ATCC8482_00049
OG0000770	BU_ATCC8492_00126	PV_ATCC8482_00050
OG0000771	BU_ATCC8492_00127	PV_ATCC8482_00051
OG0000772	BU_ATCC8492_00128	PV_ATCC8482_00052
OG0000773	BU_ATCC8492_00129	PV_ATCC8482_00053
OG0000774	BU_ATCC8492_00130	PV_ATCC8482_00057
OG0000775	BU_ATCC8492_00131	PV_ATCC8482_00058
OG0000776	BU_ATCC8492_00132	PV_ATCC8482_00059
OG0000777	BU_ATCC8492_00133	PV_ATCC8482_00796
OG0000778	BU_ATCC8492_00134, BU_ATCC8492_01796	
OG0000779	BU_ATCC8492_00146	PV_ATCC8482_00433
OG0000780	BU_ATCC8492_00147	PV_ATCC8482_02137
OG0000781	BU_ATCC8492_00148	PV_ATCC8482_02136
OG0000782	BU_ATCC8492_00149	PV_ATCC8482_02134
OG0000783	BU_ATCC8492_00150	PV_ATCC8482_01228
OG0000784	BU_ATCC8492_00152	PV_ATCC8482_02129
OG0000785	BU_ATCC8492_00153	PV_ATCC8482_02128
OG0000786	BU_ATCC8492_00154	PV_ATCC8482_02127
OG0000787	BU_ATCC8492_00155	PV_ATCC8482_02126
OG0000788	BU_ATCC8492_00156	PV_ATCC8482_02814
OG0000789	BU_ATCC8492_00158	PV_ATCC8482_00491
OG0000790	BU_ATCC8492_00159	PV_ATCC8482_00492
OG0000791	BU_ATCC8492_00160	PV_ATCC8482_00493
OG0000792	BU_ATCC8492_00161	PV_ATCC8482_00494
OG0000793	BU_ATCC8492_00162	PV_ATCC8482_00495
OG0000794	BU_ATCC8492_00163	PV_ATCC8482_00496
OG0000795	BU_ATCC8492_00164	PV_ATCC8482_00498
OG0000796	BU_ATCC8492_00167	PV_ATCC8482_00501
OG0000797	BU_ATCC8492_00168	PV_ATCC8482_00502
OG0000798	BU_ATCC8492_00169	PV_ATCC8482_00503
OG0000799	BU_ATCC8492_00170	PV_ATCC8482_00504
OG0000800	BU_ATCC8492_00171	PV_ATCC8482_00505
OG0000801	BU_ATCC8492_00175, BU_ATCC8492_00193	
OG0000802	BU_ATCC8492_00177, BU_ATCC8492_02647	
OG0000803	BU_ATCC8492_00204, BU_ATCC8492_02639	
OG0000804	BU_ATCC8492_00220	PV_ATCC8482_03752
OG0000805	BU_ATCC8492_00223	PV_ATCC8482_02213
OG0000806	BU_ATCC8492_00224	PV_ATCC8482_02212
OG0000807	BU_ATCC8492_00225	PV_ATCC8482_03516
OG0000808	BU_ATCC8492_00249	PV_ATCC8482_00189
OG0000809	BU_ATCC8492_00256	PV_ATCC8482_03230
OG0000810	BU_ATCC8492_00258	PV_ATCC8482_00266
OG0000811	BU_ATCC8492_00259	PV_ATCC8482_00267
OG0000812	BU_ATCC8492_00260	PV_ATCC8482_00268
OG0000813	BU_ATCC8492_00262	PV_ATCC8482_00271
OG0000814	BU_ATCC8492_00263	PV_ATCC8482_00272
OG0000815	BU_ATCC8492_00268	PV_ATCC8482_00274
OG0000816	BU_ATCC8492_00269	PV_ATCC8482_00275
OG0000817	BU_ATCC8492_00270	PV_ATCC8482_00276
OG0000818	BU_ATCC8492_00271	PV_ATCC8482_00277
OG0000819	BU_ATCC8492_00272	PV_ATCC8482_00279
OG0000820	BU_ATCC8492_00273	PV_ATCC8482_00280
OG0000821	BU_ATCC8492_00275	PV_ATCC8482_00281
OG0000822	BU_ATCC8492_00277	PV_ATCC8482_01322
OG0000823	BU_ATCC8492_00280	PV_ATCC8482_01499
OG0000824	BU_ATCC8492_00299	PV_ATCC8482_03126
OG0000825	BU_ATCC8492_00300	PV_ATCC8482_03428
OG0000826	BU_ATCC8492_00310	PV_ATCC8482_01701
OG0000827	BU_ATCC8492_00320, BU_ATCC8492_01030	
OG0000828	BU_ATCC8492_00333	PV_ATCC8482_01700
OG0000829	BU_ATCC8492_00334	PV_ATCC8482_01699
OG0000830	BU_ATCC8492_00335	PV_ATCC8482_01698
OG0000831	BU_ATCC8492_00336	PV_ATCC8482_01697
OG0000832	BU_ATCC8492_00337	PV_ATCC8482_01696
OG0000833	BU_ATCC8492_00338	PV_ATCC8482_01695
OG0000834	BU_ATCC8492_00339	PV_ATCC8482_01694
OG0000835	BU_ATCC8492_00340	PV_ATCC8482_01691
OG0000836	BU_ATCC8492_00341	PV_ATCC8482_01690
OG0000837	BU_ATCC8492_00342	PV_ATCC8482_01689
OG0000838	BU_ATCC8492_00343	PV_ATCC8482_01688
OG0000839	BU_ATCC8492_00346	PV_ATCC8482_03367
OG0000840	BU_ATCC8492_00350	PV_ATCC8482_00428
OG0000841	BU_ATCC8492_00351	PV_ATCC8482_00434
OG0000842	BU_ATCC8492_00352	PV_ATCC8482_00442
OG0000843	BU_ATCC8492_00353	PV_ATCC8482_00443
OG0000844	BU_ATCC8492_00354	PV_ATCC8482_00444
OG0000845	BU_ATCC8492_00355	PV_ATCC8482_00445
OG0000846	BU_ATCC8492_00356	PV_ATCC8482_00446
OG0000847	BU_ATCC8492_00357	PV_ATCC8482_00447
OG0000848	BU_ATCC8492_00358	PV_ATCC8482_00448
OG0000849	BU_ATCC8492_00359	PV_ATCC8482_00467
OG0000850	BU_ATCC8492_00360	PV_ATCC8482_00468
OG0000851	BU_ATCC8492_00361	PV_ATCC8482_00469
OG0000852	BU_ATCC8492_00362	PV_ATCC8482_00470
OG0000853	BU_ATCC8492_00363	PV_ATCC8482_00471
OG0000854	BU_ATCC8492_00365	PV_ATCC8482_00473
OG0000855	BU_ATCC8492_00366	PV_ATCC8482_00474
OG0000856	BU_ATCC8492_00367	PV_ATCC8482_00475
OG0000857	BU_ATCC8492_00368	PV_ATCC8482_00476
