Orthogroup	PV_ATCC8482	PV_ATCC8482_copy
OG0001982	PV_ATCC8482_02035	PV_ATCC8482_02035
OG0001983	PV_ATCC8482_02036	PV_ATCC8482_02036
OG0001984	PV_ATCC8482_02037	PV_ATCC8482_02037
OG0001985	PV_ATCC8482_02038	PV_ATCC8482_02038
OG0001986	PV_ATCC8482_02039	PV_ATCC8482_02039
OG0001987	PV_ATCC8482_02040	PV_ATCC8482_02040
OG0001988	PV_ATCC8482_02041	PV_ATCC8482_02041
OG0001989	PV_ATCC8482_02042	PV_ATCC8482_02042
OG0001990	PV_ATCC8482_02043	PV_ATCC8482_02043
OG0001991	PV_ATCC8482_02044	PV_ATCC8482_02044
OG0001992	PV_ATCC8482_02045	PV_ATCC8482_02045
OG0001993	PV_ATCC8482_02046	PV_ATCC8482_02046
OG0001994	PV_ATCC8482_02047	PV_ATCC8482_02047
OG0001995	PV_ATCC8482_02048	PV_ATCC8482_02048
OG0001996	PV_ATCC8482_02049	PV_ATCC8482_02049
OG0001997	PV_ATCC8482_02050	PV_ATCC8482_02050
OG0001998	PV_ATCC8482_02051	PV_ATCC8482_02051
OG0001999	PV_ATCC8482_02052	PV_ATCC8482_02052
OG0002000	PV_ATCC8482_02053	PV_ATCC8482_02053
OG0002001	PV_ATCC8482_02054	PV_ATCC8482_02054
OG0002002	PV_ATCC8482_02055	PV_ATCC8482_02055
OG0002003	PV_ATCC8482_02056	PV_ATCC8482_02056
OG0002004	PV_ATCC8482_02057	PV_ATCC8482_02057
OG0002005	PV_ATCC8482_02058	PV_ATCC8482_02058
OG0002006	PV_ATCC8482_02059	PV_ATCC8482_02059
OG0002007	PV_ATCC8482_02060	PV_ATCC8482_02060
OG0002008	PV_ATCC8482_02061	PV_ATCC8482_02061
OG0002009	PV_ATCC8482_02062	PV_ATCC8482_02062
OG0002010	PV_ATCC8482_02063	PV_ATCC8482_02063
OG0002011	PV_ATCC8482_02064	PV_ATCC8482_02064
OG0002012	PV_ATCC8482_02065	PV_ATCC8482_02065
OG0002013	PV_ATCC8482_02071	PV_ATCC8482_02071
OG0002014	PV_ATCC8482_02072	PV_ATCC8482_02072
OG0002015	PV_ATCC8482_02073	PV_ATCC8482_02073
OG0002016	PV_ATCC8482_02074	PV_ATCC8482_02074
OG0002017	PV_ATCC8482_02075	PV_ATCC8482_02075
OG0002018	PV_ATCC8482_02076	PV_ATCC8482_02076
OG0002019	PV_ATCC8482_02077	PV_ATCC8482_02077
OG0002020	PV_ATCC8482_02078	PV_ATCC8482_02078
OG0002021	PV_ATCC8482_02080	PV_ATCC8482_02080
OG0002022	PV_ATCC8482_02081	PV_ATCC8482_02081
OG0002023	PV_ATCC8482_02082	PV_ATCC8482_02082
OG0002024	PV_ATCC8482_02083	PV_ATCC8482_02083
OG0002025	PV_ATCC8482_02084	PV_ATCC8482_02084
OG0002026	PV_ATCC8482_02085	PV_ATCC8482_02085
OG0002027	PV_ATCC8482_02086	PV_ATCC8482_02086
OG0002028	PV_ATCC8482_02087	PV_ATCC8482_02087
OG0002029	PV_ATCC8482_02088	PV_ATCC8482_02088
OG0002030	PV_ATCC8482_02089	PV_ATCC8482_02089
OG0002031	PV_ATCC8482_02090	PV_ATCC8482_02090
OG0002032	PV_ATCC8482_02091	PV_ATCC8482_02091
OG0002033	PV_ATCC8482_02092	PV_ATCC8482_02092
OG0002034	PV_ATCC8482_02093	PV_ATCC8482_02093
OG0002035	PV_ATCC8482_02094	PV_ATCC8482_02094
OG0002036	PV_ATCC8482_02095	PV_ATCC8482_02095
OG0002037	PV_ATCC8482_02096	PV_ATCC8482_02096
OG0002038	PV_ATCC8482_02097	PV_ATCC8482_02097
OG0002039	PV_ATCC8482_02099	PV_ATCC8482_02099
OG0002040	PV_ATCC8482_02100	PV_ATCC8482_02100
OG0002041	PV_ATCC8482_02101	PV_ATCC8482_02101
OG0002042	PV_ATCC8482_02102	PV_ATCC8482_02102
OG0002043	PV_ATCC8482_02103	PV_ATCC8482_02103
OG0002044	PV_ATCC8482_02104	PV_ATCC8482_02104
OG0002045	PV_ATCC8482_02105	PV_ATCC8482_02105
OG0002046	PV_ATCC8482_02107	PV_ATCC8482_02107
OG0002047	PV_ATCC8482_02108	PV_ATCC8482_02108
OG0002048	PV_ATCC8482_02109	PV_ATCC8482_02109
OG0002049	PV_ATCC8482_02110	PV_ATCC8482_02110
OG0002050	PV_ATCC8482_02111	PV_ATCC8482_02111
OG0002051	PV_ATCC8482_02112	PV_ATCC8482_02112
OG0002052	PV_ATCC8482_02113	PV_ATCC8482_02113
OG0002053	PV_ATCC8482_02114	PV_ATCC8482_02114
OG0002054	PV_ATCC8482_02115	PV_ATCC8482_02115
OG0002055	PV_ATCC8482_02116	PV_ATCC8482_02116
OG0002056	PV_ATCC8482_02117	PV_ATCC8482_02117
OG0002057	PV_ATCC8482_02118	PV_ATCC8482_02118
OG0002058	PV_ATCC8482_02119	PV_ATCC8482_02119
OG0002059	PV_ATCC8482_02120	PV_ATCC8482_02120
OG0002060	PV_ATCC8482_02121	PV_ATCC8482_02121
OG0002061	PV_ATCC8482_02122	PV_ATCC8482_02122
OG0002062	PV_ATCC8482_02123	PV_ATCC8482_02123
OG0002063	PV_ATCC8482_02124	PV_ATCC8482_02124
OG0002064	PV_ATCC8482_02126	PV_ATCC8482_02126
OG0002065	PV_ATCC8482_02127	PV_ATCC8482_02127
OG0002066	PV_ATCC8482_02128	PV_ATCC8482_02128
OG0002067	PV_ATCC8482_02129	PV_ATCC8482_02129
OG0002068	PV_ATCC8482_02130	PV_ATCC8482_02130
OG0002069	PV_ATCC8482_02131	PV_ATCC8482_02131
OG0002070	PV_ATCC8482_02132	PV_ATCC8482_02132
OG0002071	PV_ATCC8482_02133	PV_ATCC8482_02133
OG0002072	PV_ATCC8482_02134	PV_ATCC8482_02134
OG0002073	PV_ATCC8482_02135	PV_ATCC8482_02135
OG0002074	PV_ATCC8482_02136	PV_ATCC8482_02136
OG0002075	PV_ATCC8482_02137	PV_ATCC8482_02137
OG0002076	PV_ATCC8482_02138	PV_ATCC8482_02138
OG0002077	PV_ATCC8482_02139	PV_ATCC8482_02139
OG0002078	PV_ATCC8482_02140	PV_ATCC8482_02140
OG0002079	PV_ATCC8482_02142	PV_ATCC8482_02142
OG0002080	PV_ATCC8482_02143	PV_ATCC8482_02143
OG0002081	PV_ATCC8482_02144	PV_ATCC8482_02144
OG0002082	PV_ATCC8482_02145	PV_ATCC8482_02145
OG0002083	PV_ATCC8482_02146	PV_ATCC8482_02146
OG0002084	PV_ATCC8482_02147	PV_ATCC8482_02147
OG0002085	PV_ATCC8482_02148	PV_ATCC8482_02148
OG0002086	PV_ATCC8482_02150	PV_ATCC8482_02150
OG0002087	PV_ATCC8482_02151	PV_ATCC8482_02151
OG0002088	PV_ATCC8482_02152	PV_ATCC8482_02152
OG0002089	PV_ATCC8482_02153	PV_ATCC8482_02153
OG0002090	PV_ATCC8482_02154	PV_ATCC8482_02154
OG0002091	PV_ATCC8482_02155	PV_ATCC8482_02155
OG0002092	PV_ATCC8482_02156	PV_ATCC8482_02156
OG0002093	PV_ATCC8482_02157	PV_ATCC8482_02157
OG0002094	PV_ATCC8482_02158	PV_ATCC8482_02158
OG0002095	PV_ATCC8482_02160	PV_ATCC8482_02160
OG0002096	PV_ATCC8482_02161	PV_ATCC8482_02161
OG0002097	PV_ATCC8482_02162	PV_ATCC8482_02162
OG0002098	PV_ATCC8482_02163	PV_ATCC8482_02163
OG0002099	PV_ATCC8482_02164	PV_ATCC8482_02164
OG0002100	PV_ATCC8482_02165	PV_ATCC8482_02165
OG0002101	PV_ATCC8482_02166	PV_ATCC8482_02166
OG0002102	PV_ATCC8482_02167	PV_ATCC8482_02167
OG0002103	PV_ATCC8482_02168	PV_ATCC8482_02168
OG0002104	PV_ATCC8482_02169	PV_ATCC8482_02169
OG0002105	PV_ATCC8482_02170	PV_ATCC8482_02170
OG0002106	PV_ATCC8482_02171	PV_ATCC8482_02171
OG0002107	PV_ATCC8482_02172	PV_ATCC8482_02172
OG0002108	PV_ATCC8482_02173	PV_ATCC8482_02173
OG0002109	PV_ATCC8482_02174	PV_ATCC8482_02174
OG0002110	PV_ATCC8482_02175	PV_ATCC8482_02175
OG0002111	PV_ATCC8482_02176	PV_ATCC8482_02176
OG0002112	PV_ATCC8482_02177	PV_ATCC8482_02177
OG0002113	PV_ATCC8482_02178	PV_ATCC8482_02178
OG0002114	PV_ATCC8482_02180	PV_ATCC8482_02180
OG0002115	PV_ATCC8482_02181	PV_ATCC8482_02181
OG0002116	PV_ATCC8482_02182	PV_ATCC8482_02182
OG0002117	PV_ATCC8482_02183	PV_ATCC8482_02183
OG0002118	PV_ATCC8482_02184	PV_ATCC8482_02184
OG0002119	PV_ATCC8482_02185	PV_ATCC8482_02185
OG0002120	PV_ATCC8482_02186	PV_ATCC8482_02186
OG0002121	PV_ATCC8482_02187	PV_ATCC8482_02187
OG0002122	PV_ATCC8482_02188	PV_ATCC8482_02188
OG0002123	PV_ATCC8482_02189	PV_ATCC8482_02189
OG0002124	PV_ATCC8482_02190	PV_ATCC8482_02190
OG0002125	PV_ATCC8482_02191	PV_ATCC8482_02191
OG0002126	PV_ATCC8482_02192	PV_ATCC8482_02192
OG0002127	PV_ATCC8482_02193	PV_ATCC8482_02193
OG0002128	PV_ATCC8482_02194	PV_ATCC8482_02194
OG0002129	PV_ATCC8482_02195	PV_ATCC8482_02195
OG0002130	PV_ATCC8482_02197	PV_ATCC8482_02197
OG0002131	PV_ATCC8482_02198	PV_ATCC8482_02198
OG0002132	PV_ATCC8482_02199	PV_ATCC8482_02199
OG0002133	PV_ATCC8482_02200	PV_ATCC8482_02200
OG0002134	PV_ATCC8482_02201	PV_ATCC8482_02201
OG0002135	PV_ATCC8482_02202	PV_ATCC8482_02202
OG0002136	PV_ATCC8482_02203	PV_ATCC8482_02203
OG0002137	PV_ATCC8482_02204	PV_ATCC8482_02204
OG0002138	PV_ATCC8482_02205	PV_ATCC8482_02205
OG0002139	PV_ATCC8482_02206	PV_ATCC8482_02206
OG0002140	PV_ATCC8482_02207	PV_ATCC8482_02207
OG0002141	PV_ATCC8482_02208	PV_ATCC8482_02208
OG0002142	PV_ATCC8482_02209	PV_ATCC8482_02209
OG0002143	PV_ATCC8482_02210	PV_ATCC8482_02210
OG0002144	PV_ATCC8482_02211	PV_ATCC8482_02211
OG0002145	PV_ATCC8482_02212	PV_ATCC8482_02212
OG0002146	PV_ATCC8482_02213	PV_ATCC8482_02213
OG0002147	PV_ATCC8482_02214	PV_ATCC8482_02214
OG0002148	PV_ATCC8482_02215	PV_ATCC8482_02215
OG0002149	PV_ATCC8482_02217	PV_ATCC8482_02217
OG0002150	PV_ATCC8482_02218	PV_ATCC8482_02218
OG0002151	PV_ATCC8482_02219	PV_ATCC8482_02219
OG0002152	PV_ATCC8482_02220	PV_ATCC8482_02220
OG0002153	PV_ATCC8482_02221	PV_ATCC8482_02221
OG0002154	PV_ATCC8482_02222	PV_ATCC8482_02222
OG0002155	PV_ATCC8482_02223	PV_ATCC8482_02223
OG0002156	PV_ATCC8482_02224	PV_ATCC8482_02224
OG0002157	PV_ATCC8482_02226	PV_ATCC8482_02226
OG0002158	PV_ATCC8482_02228	PV_ATCC8482_02228
OG0002159	PV_ATCC8482_02229	PV_ATCC8482_02229
OG0002160	PV_ATCC8482_02230	PV_ATCC8482_02230
OG0002161	PV_ATCC8482_02231	PV_ATCC8482_02231
OG0002162	PV_ATCC8482_02234	PV_ATCC8482_02234
OG0002163	PV_ATCC8482_02235	PV_ATCC8482_02235
OG0002164	PV_ATCC8482_02236	PV_ATCC8482_02236
OG0002165	PV_ATCC8482_02237	PV_ATCC8482_02237
OG0002166	PV_ATCC8482_02238	PV_ATCC8482_02238
OG0002167	PV_ATCC8482_02239	PV_ATCC8482_02239
OG0002168	PV_ATCC8482_02240	PV_ATCC8482_02240
OG0002169	PV_ATCC8482_02241	PV_ATCC8482_02241
OG0002170	PV_ATCC8482_02242	PV_ATCC8482_02242
OG0002171	PV_ATCC8482_02243	PV_ATCC8482_02243
OG0002172	PV_ATCC8482_02244	PV_ATCC8482_02244
OG0002173	PV_ATCC8482_02245	PV_ATCC8482_02245
OG0002174	PV_ATCC8482_02246	PV_ATCC8482_02246
OG0002175	PV_ATCC8482_02247	PV_ATCC8482_02247
OG0002176	PV_ATCC8482_02248	PV_ATCC8482_02248
OG0002177	PV_ATCC8482_02249	PV_ATCC8482_02249
OG0002178	PV_ATCC8482_02250	PV_ATCC8482_02250
OG0002179	PV_ATCC8482_02251	PV_ATCC8482_02251
OG0002180	PV_ATCC8482_02252	PV_ATCC8482_02252
OG0002181	PV_ATCC8482_02253	PV_ATCC8482_02253
OG0002182	PV_ATCC8482_02254	PV_ATCC8482_02254
OG0002183	PV_ATCC8482_02255	PV_ATCC8482_02255
OG0002184	PV_ATCC8482_02256	PV_ATCC8482_02256
OG0002185	PV_ATCC8482_02257	PV_ATCC8482_02257
OG0002186	PV_ATCC8482_02258	PV_ATCC8482_02258
OG0002187	PV_ATCC8482_02259	PV_ATCC8482_02259
OG0002188	PV_ATCC8482_02260	PV_ATCC8482_02260
OG0002189	PV_ATCC8482_02261	PV_ATCC8482_02261
OG0002190	PV_ATCC8482_02262	PV_ATCC8482_02262
OG0002191	PV_ATCC8482_02263	PV_ATCC8482_02263
OG0002192	PV_ATCC8482_02264	PV_ATCC8482_02264
OG0002193	PV_ATCC8482_02265	PV_ATCC8482_02265
OG0002194	PV_ATCC8482_02266	PV_ATCC8482_02266
OG0002195	PV_ATCC8482_02267	PV_ATCC8482_02267
OG0002196	PV_ATCC8482_02268	PV_ATCC8482_02268
OG0002197	PV_ATCC8482_02269	PV_ATCC8482_02269
OG0002198	PV_ATCC8482_02270	PV_ATCC8482_02270
OG0002199	PV_ATCC8482_02271	PV_ATCC8482_02271
OG0002200	PV_ATCC8482_02272	PV_ATCC8482_02272
OG0002201	PV_ATCC8482_02273	PV_ATCC8482_02273
OG0002202	PV_ATCC8482_02274	PV_ATCC8482_02274
OG0002203	PV_ATCC8482_02275	PV_ATCC8482_02275
OG0002204	PV_ATCC8482_02276	PV_ATCC8482_02276
OG0002205	PV_ATCC8482_02277	PV_ATCC8482_02277
OG0002206	PV_ATCC8482_02278	PV_ATCC8482_02278
OG0002207	PV_ATCC8482_02279	PV_ATCC8482_02279
OG0002208	PV_ATCC8482_02280	PV_ATCC8482_02280
OG0002209	PV_ATCC8482_02282	PV_ATCC8482_02282
OG0002210	PV_ATCC8482_02283	PV_ATCC8482_02283
OG0002211	PV_ATCC8482_02284	PV_ATCC8482_02284
OG0002212	PV_ATCC8482_02285	PV_ATCC8482_02285
OG0002213	PV_ATCC8482_02286	PV_ATCC8482_02286
OG0002214	PV_ATCC8482_02287	PV_ATCC8482_02287
OG0002215	PV_ATCC8482_02288	PV_ATCC8482_02288
OG0002216	PV_ATCC8482_02289	PV_ATCC8482_02289
OG0002217	PV_ATCC8482_02290	PV_ATCC8482_02290
OG0002218	PV_ATCC8482_02291	PV_ATCC8482_02291
OG0002219	PV_ATCC8482_02292	PV_ATCC8482_02292
OG0002220	PV_ATCC8482_02293	PV_ATCC8482_02293
OG0002221	PV_ATCC8482_02294	PV_ATCC8482_02294
OG0002222	PV_ATCC8482_02295	PV_ATCC8482_02295
OG0002223	PV_ATCC8482_02296	PV_ATCC8482_02296
OG0002224	PV_ATCC8482_02297	PV_ATCC8482_02297
OG0002225	PV_ATCC8482_02298	PV_ATCC8482_02298
OG0002226	PV_ATCC8482_02299	PV_ATCC8482_02299
OG0002227	PV_ATCC8482_02300	PV_ATCC8482_02300
OG0002228	PV_ATCC8482_02301	PV_ATCC8482_02301
OG0002229	PV_ATCC8482_02302	PV_ATCC8482_02302
OG0002230	PV_ATCC8482_02303	PV_ATCC8482_02303
OG0002231	PV_ATCC8482_02304	PV_ATCC8482_02304
OG0002232	PV_ATCC8482_02305	PV_ATCC8482_02305
OG0002233	PV_ATCC8482_02306	PV_ATCC8482_02306
OG0002234	PV_ATCC8482_02307	PV_ATCC8482_02307
OG0002235	PV_ATCC8482_02308	PV_ATCC8482_02308
OG0002236	PV_ATCC8482_02309	PV_ATCC8482_02309
OG0002237	PV_ATCC8482_02310	PV_ATCC8482_02310
OG0002238	PV_ATCC8482_02311	PV_ATCC8482_02311
OG0002239	PV_ATCC8482_02312	PV_ATCC8482_02312
OG0002240	PV_ATCC8482_02314	PV_ATCC8482_02314
OG0002241	PV_ATCC8482_02315	PV_ATCC8482_02315
OG0002242	PV_ATCC8482_02316	PV_ATCC8482_02316
OG0002243	PV_ATCC8482_02317	PV_ATCC8482_02317
OG0002244	PV_ATCC8482_02318	PV_ATCC8482_02318
OG0002245	PV_ATCC8482_02319	PV_ATCC8482_02319
OG0002246	PV_ATCC8482_02320	PV_ATCC8482_02320
OG0002247	PV_ATCC8482_02321	PV_ATCC8482_02321
OG0002248	PV_ATCC8482_02322	PV_ATCC8482_02322
OG0002249	PV_ATCC8482_02323	PV_ATCC8482_02323
OG0002250	PV_ATCC8482_02324	PV_ATCC8482_02324
OG0002251	PV_ATCC8482_02325	PV_ATCC8482_02325
OG0002252	PV_ATCC8482_02326	PV_ATCC8482_02326
OG0002253	PV_ATCC8482_02327	PV_ATCC8482_02327
OG0002254	PV_ATCC8482_02328	PV_ATCC8482_02328
OG0002255	PV_ATCC8482_02329	PV_ATCC8482_02329
OG0002256	PV_ATCC8482_02330	PV_ATCC8482_02330
OG0002257	PV_ATCC8482_02331	PV_ATCC8482_02331
OG0002258	PV_ATCC8482_02333	PV_ATCC8482_02333
OG0002259	PV_ATCC8482_02334	PV_ATCC8482_02334
OG0002260	PV_ATCC8482_02335	PV_ATCC8482_02335
OG0002261	PV_ATCC8482_02336	PV_ATCC8482_02336
OG0002262	PV_ATCC8482_02337	PV_ATCC8482_02337
OG0002263	PV_ATCC8482_02338	PV_ATCC8482_02338
OG0002264	PV_ATCC8482_02339	PV_ATCC8482_02339
OG0002265	PV_ATCC8482_02340	PV_ATCC8482_02340
OG0002266	PV_ATCC8482_02341	PV_ATCC8482_02341
OG0002267	PV_ATCC8482_02342	PV_ATCC8482_02342
OG0002268	PV_ATCC8482_02343	PV_ATCC8482_02343
OG0002269	PV_ATCC8482_02344	PV_ATCC8482_02344
OG0002270	PV_ATCC8482_02345	PV_ATCC8482_02345
OG0002271	PV_ATCC8482_02346	PV_ATCC8482_02346
OG0002272	PV_ATCC8482_02347	PV_ATCC8482_02347
OG0002273	PV_ATCC8482_02349	PV_ATCC8482_02349
OG0002274	PV_ATCC8482_02350	PV_ATCC8482_02350
OG0002275	PV_ATCC8482_02351	PV_ATCC8482_02351
OG0002276	PV_ATCC8482_02352	PV_ATCC8482_02352
OG0002277	PV_ATCC8482_02353	PV_ATCC8482_02353
OG0002278	PV_ATCC8482_02354	PV_ATCC8482_02354
OG0002279	PV_ATCC8482_02355	PV_ATCC8482_02355
OG0002280	PV_ATCC8482_02356	PV_ATCC8482_02356
OG0002281	PV_ATCC8482_02358	PV_ATCC8482_02358
OG0002282	PV_ATCC8482_02359	PV_ATCC8482_02359
OG0002283	PV_ATCC8482_02360	PV_ATCC8482_02360
OG0002284	PV_ATCC8482_02361	PV_ATCC8482_02361
OG0002285	PV_ATCC8482_02362	PV_ATCC8482_02362
OG0002286	PV_ATCC8482_02368	PV_ATCC8482_02368
OG0002287	PV_ATCC8482_02369	PV_ATCC8482_02369
OG0002288	PV_ATCC8482_02370	PV_ATCC8482_02370
OG0002289	PV_ATCC8482_02371	PV_ATCC8482_02371
OG0002290	PV_ATCC8482_02372	PV_ATCC8482_02372
OG0002291	PV_ATCC8482_02373	PV_ATCC8482_02373
OG0002292	PV_ATCC8482_02374	PV_ATCC8482_02374
OG0002293	PV_ATCC8482_02375	PV_ATCC8482_02375
OG0002294	PV_ATCC8482_02376	PV_ATCC8482_02376
OG0002295	PV_ATCC8482_02377	PV_ATCC8482_02377
OG0002296	PV_ATCC8482_02378	PV_ATCC8482_02378
OG0002297	PV_ATCC8482_02379	PV_ATCC8482_02379
OG0002298	PV_ATCC8482_02380	PV_ATCC8482_02380
OG0002299	PV_ATCC8482_02381	PV_ATCC8482_02381
OG0002300	PV_ATCC8482_02382	PV_ATCC8482_02382
OG0002301	PV_ATCC8482_02383	PV_ATCC8482_02383
OG0002302	PV_ATCC8482_02384	PV_ATCC8482_02384
OG0002303	PV_ATCC8482_02385	PV_ATCC8482_02385
OG0002304	PV_ATCC8482_02386	PV_ATCC8482_02386
OG0002305	PV_ATCC8482_02387	PV_ATCC8482_02387
OG0002306	PV_ATCC8482_02388	PV_ATCC8482_02388
OG0002307	PV_ATCC8482_02389	PV_ATCC8482_02389
OG0002308	PV_ATCC8482_02390	PV_ATCC8482_02390
OG0002309	PV_ATCC8482_02391	PV_ATCC8482_02391
OG0002310	PV_ATCC8482_02392	PV_ATCC8482_02392
OG0002311	PV_ATCC8482_02393	PV_ATCC8482_02393
OG0002312	PV_ATCC8482_02394	PV_ATCC8482_02394
OG0002313	PV_ATCC8482_02395	PV_ATCC8482_02395
OG0002314	PV_ATCC8482_02396	PV_ATCC8482_02396
OG0002315	PV_ATCC8482_02397	PV_ATCC8482_02397
OG0002316	PV_ATCC8482_02398	PV_ATCC8482_02398
OG0002317	PV_ATCC8482_02399	PV_ATCC8482_02399
OG0002318	PV_ATCC8482_02400	PV_ATCC8482_02400
OG0002319	PV_ATCC8482_02401	PV_ATCC8482_02401
OG0002320	PV_ATCC8482_02402	PV_ATCC8482_02402
OG0002321	PV_ATCC8482_02403	PV_ATCC8482_02403
OG0002322	PV_ATCC8482_02404	PV_ATCC8482_02404
OG0002323	PV_ATCC8482_02405	PV_ATCC8482_02405
OG0002324	PV_ATCC8482_02406	PV_ATCC8482_02406
OG0002325	PV_ATCC8482_02407	PV_ATCC8482_02407
OG0002326	PV_ATCC8482_02408	PV_ATCC8482_02408
OG0002327	PV_ATCC8482_02409	PV_ATCC8482_02409
OG0002328	PV_ATCC8482_02410	PV_ATCC8482_02410
OG0002329	PV_ATCC8482_02411	PV_ATCC8482_02411
OG0002330	PV_ATCC8482_02412	PV_ATCC8482_02412
OG0002331	PV_ATCC8482_02413	PV_ATCC8482_02413
OG0002332	PV_ATCC8482_02414	PV_ATCC8482_02414
OG0002333	PV_ATCC8482_02415	PV_ATCC8482_02415
OG0002334	PV_ATCC8482_02416	PV_ATCC8482_02416
OG0002335	PV_ATCC8482_02417	PV_ATCC8482_02417
OG0002336	PV_ATCC8482_02418	PV_ATCC8482_02418
OG0002337	PV_ATCC8482_02419	PV_ATCC8482_02419
OG0002338	PV_ATCC8482_02420	PV_ATCC8482_02420
OG0002339	PV_ATCC8482_02421	PV_ATCC8482_02421
OG0002340	PV_ATCC8482_02422	PV_ATCC8482_02422
OG0002341	PV_ATCC8482_02423	PV_ATCC8482_02423
OG0002342	PV_ATCC8482_02424	PV_ATCC8482_02424
OG0002343	PV_ATCC8482_02425	PV_ATCC8482_02425
OG0002344	PV_ATCC8482_02426	PV_ATCC8482_02426
OG0002345	PV_ATCC8482_02427	PV_ATCC8482_02427
OG0002346	PV_ATCC8482_02428	PV_ATCC8482_02428
OG0002347	PV_ATCC8482_02429	PV_ATCC8482_02429
OG0002348	PV_ATCC8482_02430	PV_ATCC8482_02430
OG0002349	PV_ATCC8482_02431	PV_ATCC8482_02431
OG0002350	PV_ATCC8482_02432	PV_ATCC8482_02432
OG0002351	PV_ATCC8482_02433	PV_ATCC8482_02433
OG0002352	PV_ATCC8482_02434	PV_ATCC8482_02434
OG0002353	PV_ATCC8482_02435	PV_ATCC8482_02435
OG0002354	PV_ATCC8482_02436	PV_ATCC8482_02436
OG0002355	PV_ATCC8482_02437	PV_ATCC8482_02437
OG0002356	PV_ATCC8482_02438	PV_ATCC8482_02438
OG0002357	PV_ATCC8482_02439	PV_ATCC8482_02439
OG0002358	PV_ATCC8482_02440	PV_ATCC8482_02440
OG0002359	PV_ATCC8482_02441	PV_ATCC8482_02441
OG0002360	PV_ATCC8482_02442	PV_ATCC8482_02442
OG0002361	PV_ATCC8482_02443	PV_ATCC8482_02443
OG0002362	PV_ATCC8482_02444	PV_ATCC8482_02444
OG0002363	PV_ATCC8482_02445	PV_ATCC8482_02445
OG0002364	PV_ATCC8482_02446	PV_ATCC8482_02446
OG0002365	PV_ATCC8482_02447	PV_ATCC8482_02447
OG0002366	PV_ATCC8482_02448	PV_ATCC8482_02448
OG0002367	PV_ATCC8482_02449	PV_ATCC8482_02449
OG0002368	PV_ATCC8482_02450	PV_ATCC8482_02450
OG0002369	PV_ATCC8482_02451	PV_ATCC8482_02451
OG0002370	PV_ATCC8482_02452	PV_ATCC8482_02452
OG0002371	PV_ATCC8482_02453	PV_ATCC8482_02453
OG0002372	PV_ATCC8482_02454	PV_ATCC8482_02454
OG0002373	PV_ATCC8482_02455	PV_ATCC8482_02455
OG0002374	PV_ATCC8482_02456	PV_ATCC8482_02456
OG0002375	PV_ATCC8482_02457	PV_ATCC8482_02457
OG0002376	PV_ATCC8482_02458	PV_ATCC8482_02458
OG0002377	PV_ATCC8482_02459	PV_ATCC8482_02459
OG0002378	PV_ATCC8482_02460	PV_ATCC8482_02460
OG0002379	PV_ATCC8482_02461	PV_ATCC8482_02461
OG0002380	PV_ATCC8482_02462	PV_ATCC8482_02462
OG0002381	PV_ATCC8482_02463	PV_ATCC8482_02463
OG0002382	PV_ATCC8482_02464	PV_ATCC8482_02464
OG0002383	PV_ATCC8482_02465	PV_ATCC8482_02465
OG0002384	PV_ATCC8482_02466	PV_ATCC8482_02466
OG0002385	PV_ATCC8482_02467	PV_ATCC8482_02467
OG0002386	PV_ATCC8482_02468	PV_ATCC8482_02468
OG0002387	PV_ATCC8482_02469	PV_ATCC8482_02469
OG0002388	PV_ATCC8482_02470	PV_ATCC8482_02470
OG0002389	PV_ATCC8482_02471	PV_ATCC8482_02471
OG0002390	PV_ATCC8482_02472	PV_ATCC8482_02472
OG0002391	PV_ATCC8482_02474	PV_ATCC8482_02474
OG0002392	PV_ATCC8482_02475	PV_ATCC8482_02475
OG0002393	PV_ATCC8482_02476	PV_ATCC8482_02476
OG0002394	PV_ATCC8482_02477	PV_ATCC8482_02477
OG0002395	PV_ATCC8482_02478	PV_ATCC8482_02478
OG0002396	PV_ATCC8482_02479	PV_ATCC8482_02479
OG0002397	PV_ATCC8482_02480	PV_ATCC8482_02480
OG0002398	PV_ATCC8482_02481	PV_ATCC8482_02481
OG0002399	PV_ATCC8482_02482	PV_ATCC8482_02482
OG0002400	PV_ATCC8482_02483	PV_ATCC8482_02483
OG0002401	PV_ATCC8482_02484	PV_ATCC8482_02484
OG0002402	PV_ATCC8482_02485	PV_ATCC8482_02485
OG0002403	PV_ATCC8482_02486	PV_ATCC8482_02486
OG0002404	PV_ATCC8482_02487	PV_ATCC8482_02487
OG0002405	PV_ATCC8482_02488	PV_ATCC8482_02488
OG0002406	PV_ATCC8482_02489	PV_ATCC8482_02489
OG0002407	PV_ATCC8482_02490	PV_ATCC8482_02490
OG0002408	PV_ATCC8482_02491	PV_ATCC8482_02491
OG0002409	PV_ATCC8482_02492	PV_ATCC8482_02492
OG0002410	PV_ATCC8482_02493	PV_ATCC8482_02493
OG0002411	PV_ATCC8482_02494	PV_ATCC8482_02494
OG0002412	PV_ATCC8482_02495	PV_ATCC8482_02495
OG0002413	PV_ATCC8482_02496	PV_ATCC8482_02496
OG0002414	PV_ATCC8482_02497	PV_ATCC8482_02497
OG0002415	PV_ATCC8482_02498	PV_ATCC8482_02498
OG0002416	PV_ATCC8482_02499	PV_ATCC8482_02499
OG0002417	PV_ATCC8482_02500	PV_ATCC8482_02500
