Orthogroup	BU_ATCC8492	BU_ATCC8492_copy	BU_ATCC8492_copy_copy
OG0001910	BU_ATCC8492_01881	BU_ATCC8492_01881	BU_ATCC8492_01881
OG0001911	BU_ATCC8492_01882	BU_ATCC8492_01882	BU_ATCC8492_01882
OG0001912	BU_ATCC8492_01883	BU_ATCC8492_01883	BU_ATCC8492_01883
OG0001913	BU_ATCC8492_01884	BU_ATCC8492_01884	BU_ATCC8492_01884
OG0001914	BU_ATCC8492_01885	BU_ATCC8492_01885	BU_ATCC8492_01885
OG0001915	BU_ATCC8492_01886	BU_ATCC8492_01886	BU_ATCC8492_01886
OG0001916	BU_ATCC8492_01887	BU_ATCC8492_01887	BU_ATCC8492_01887
OG0001917	BU_ATCC8492_01888	BU_ATCC8492_01888	BU_ATCC8492_01888
OG0001918	BU_ATCC8492_01889	BU_ATCC8492_01889	BU_ATCC8492_01889
OG0001919	BU_ATCC8492_01890	BU_ATCC8492_01890	BU_ATCC8492_01890
OG0001920	BU_ATCC8492_01891	BU_ATCC8492_01891	BU_ATCC8492_01891
OG0001921	BU_ATCC8492_01892	BU_ATCC8492_01892	BU_ATCC8492_01892
OG0001922	BU_ATCC8492_01893	BU_ATCC8492_01893	BU_ATCC8492_01893
OG0001923	BU_ATCC8492_01894	BU_ATCC8492_01894	BU_ATCC8492_01894
OG0001924	BU_ATCC8492_01895	BU_ATCC8492_01895	BU_ATCC8492_01895
OG0001925	BU_ATCC8492_01896	BU_ATCC8492_01896	BU_ATCC8492_01896
OG0001926	BU_ATCC8492_01897	BU_ATCC8492_01897	BU_ATCC8492_01897
OG0001927	BU_ATCC8492_01898	BU_ATCC8492_01898	BU_ATCC8492_01898
OG0001928	BU_ATCC8492_01899	BU_ATCC8492_01899	BU_ATCC8492_01899
OG0001929	BU_ATCC8492_01900	BU_ATCC8492_01900	BU_ATCC8492_01900
OG0001930	BU_ATCC8492_01901	BU_ATCC8492_01901	BU_ATCC8492_01901
OG0001931	BU_ATCC8492_01902	BU_ATCC8492_01902	BU_ATCC8492_01902
OG0001932	BU_ATCC8492_01903	BU_ATCC8492_01903	BU_ATCC8492_01903
OG0001933	BU_ATCC8492_01904	BU_ATCC8492_01904	BU_ATCC8492_01904
OG0001934	BU_ATCC8492_01905	BU_ATCC8492_01905	BU_ATCC8492_01905
OG0001935	BU_ATCC8492_01906	BU_ATCC8492_01906	BU_ATCC8492_01906
OG0001936	BU_ATCC8492_01907	BU_ATCC8492_01907	BU_ATCC8492_01907
OG0001937	BU_ATCC8492_01908	BU_ATCC8492_01908	BU_ATCC8492_01908
OG0001938	BU_ATCC8492_01909	BU_ATCC8492_01909	BU_ATCC8492_01909
OG0001939	BU_ATCC8492_01910	BU_ATCC8492_01910	BU_ATCC8492_01910
OG0001940	BU_ATCC8492_01911	BU_ATCC8492_01911	BU_ATCC8492_01911
OG0001941	BU_ATCC8492_01912	BU_ATCC8492_01912	BU_ATCC8492_01912
OG0001942	BU_ATCC8492_01913	BU_ATCC8492_01913	BU_ATCC8492_01913
OG0001943	BU_ATCC8492_01916	BU_ATCC8492_01916	BU_ATCC8492_01916
OG0001944	BU_ATCC8492_01918	BU_ATCC8492_01918	BU_ATCC8492_01918
OG0001945	BU_ATCC8492_01919	BU_ATCC8492_01919	BU_ATCC8492_01919
OG0001946	BU_ATCC8492_01920	BU_ATCC8492_01920	BU_ATCC8492_01920
OG0001947	BU_ATCC8492_01921	BU_ATCC8492_01921	BU_ATCC8492_01921
OG0001948	BU_ATCC8492_01922	BU_ATCC8492_01922	BU_ATCC8492_01922
OG0001949	BU_ATCC8492_01924	BU_ATCC8492_01924	BU_ATCC8492_01924
OG0001950	BU_ATCC8492_01925	BU_ATCC8492_01925	BU_ATCC8492_01925
OG0001951	BU_ATCC8492_01926	BU_ATCC8492_01926	BU_ATCC8492_01926
OG0001952	BU_ATCC8492_01927	BU_ATCC8492_01927	BU_ATCC8492_01927
OG0001953	BU_ATCC8492_01928	BU_ATCC8492_01928	BU_ATCC8492_01928
OG0001954	BU_ATCC8492_01929	BU_ATCC8492_01929	BU_ATCC8492_01929
OG0001955	BU_ATCC8492_01931	BU_ATCC8492_01931	BU_ATCC8492_01931
OG0001956	BU_ATCC8492_01932	BU_ATCC8492_01932	BU_ATCC8492_01932
OG0001957	BU_ATCC8492_01933	BU_ATCC8492_01933	BU_ATCC8492_01933
OG0001958	BU_ATCC8492_01934	BU_ATCC8492_01934	BU_ATCC8492_01934
OG0001959	BU_ATCC8492_01935	BU_ATCC8492_01935	BU_ATCC8492_01935
OG0001960	BU_ATCC8492_01936	BU_ATCC8492_01936	BU_ATCC8492_01936
OG0001961	BU_ATCC8492_01937	BU_ATCC8492_01937	BU_ATCC8492_01937
OG0001962	BU_ATCC8492_01938	BU_ATCC8492_01938	BU_ATCC8492_01938
OG0001963	BU_ATCC8492_01939	BU_ATCC8492_01939	BU_ATCC8492_01939
OG0001964	BU_ATCC8492_01941	BU_ATCC8492_01941	BU_ATCC8492_01941
OG0001965	BU_ATCC8492_01942	BU_ATCC8492_01942	BU_ATCC8492_01942
OG0001966	BU_ATCC8492_01943	BU_ATCC8492_01943	BU_ATCC8492_01943
OG0001967	BU_ATCC8492_01944	BU_ATCC8492_01944	BU_ATCC8492_01944
OG0001968	BU_ATCC8492_01945	BU_ATCC8492_01945	BU_ATCC8492_01945
OG0001969	BU_ATCC8492_01946	BU_ATCC8492_01946	BU_ATCC8492_01946
OG0001970	BU_ATCC8492_01947	BU_ATCC8492_01947	BU_ATCC8492_01947
OG0001971	BU_ATCC8492_01948	BU_ATCC8492_01948	BU_ATCC8492_01948
OG0001972	BU_ATCC8492_01949	BU_ATCC8492_01949	BU_ATCC8492_01949
OG0001973	BU_ATCC8492_01950	BU_ATCC8492_01950	BU_ATCC8492_01950
OG0001974	BU_ATCC8492_01951	BU_ATCC8492_01951	BU_ATCC8492_01951
OG0001975	BU_ATCC8492_01952	BU_ATCC8492_01952	BU_ATCC8492_01952
OG0001976	BU_ATCC8492_01953	BU_ATCC8492_01953	BU_ATCC8492_01953
OG0001977	BU_ATCC8492_01954	BU_ATCC8492_01954	BU_ATCC8492_01954
OG0001978	BU_ATCC8492_01955	BU_ATCC8492_01955	BU_ATCC8492_01955
OG0001979	BU_ATCC8492_01956	BU_ATCC8492_01956	BU_ATCC8492_01956
OG0001980	BU_ATCC8492_01957	BU_ATCC8492_01957	BU_ATCC8492_01957
OG0001981	BU_ATCC8492_01958	BU_ATCC8492_01958	BU_ATCC8492_01958
OG0001982	BU_ATCC8492_01959	BU_ATCC8492_01959	BU_ATCC8492_01959
OG0001983	BU_ATCC8492_01960	BU_ATCC8492_01960	BU_ATCC8492_01960
OG0001984	BU_ATCC8492_01961	BU_ATCC8492_01961	BU_ATCC8492_01961
OG0001985	BU_ATCC8492_01962	BU_ATCC8492_01962	BU_ATCC8492_01962
OG0001986	BU_ATCC8492_01963	BU_ATCC8492_01963	BU_ATCC8492_01963
OG0001987	BU_ATCC8492_01964	BU_ATCC8492_01964	BU_ATCC8492_01964
OG0001988	BU_ATCC8492_01965	BU_ATCC8492_01965	BU_ATCC8492_01965
OG0001989	BU_ATCC8492_01966	BU_ATCC8492_01966	BU_ATCC8492_01966
OG0001990	BU_ATCC8492_01967	BU_ATCC8492_01967	BU_ATCC8492_01967
OG0001991	BU_ATCC8492_01968	BU_ATCC8492_01968	BU_ATCC8492_01968
OG0001992	BU_ATCC8492_01969	BU_ATCC8492_01969	BU_ATCC8492_01969
OG0001993	BU_ATCC8492_01970	BU_ATCC8492_01970	BU_ATCC8492_01970
OG0001994	BU_ATCC8492_01971	BU_ATCC8492_01971	BU_ATCC8492_01971
OG0001995	BU_ATCC8492_01972	BU_ATCC8492_01972	BU_ATCC8492_01972
OG0001996	BU_ATCC8492_01974	BU_ATCC8492_01974	BU_ATCC8492_01974
OG0001997	BU_ATCC8492_01976	BU_ATCC8492_01976	BU_ATCC8492_01976
OG0001998	BU_ATCC8492_01978	BU_ATCC8492_01978	BU_ATCC8492_01978
OG0001999	BU_ATCC8492_01979	BU_ATCC8492_01979	BU_ATCC8492_01979
OG0002000	BU_ATCC8492_01980	BU_ATCC8492_01980	BU_ATCC8492_01980
OG0002001	BU_ATCC8492_01981	BU_ATCC8492_01981	BU_ATCC8492_01981
OG0002002	BU_ATCC8492_01987	BU_ATCC8492_01987	BU_ATCC8492_01987
OG0002003	BU_ATCC8492_01988	BU_ATCC8492_01988	BU_ATCC8492_01988
OG0002004	BU_ATCC8492_01989	BU_ATCC8492_01989	BU_ATCC8492_01989
OG0002005	BU_ATCC8492_01990	BU_ATCC8492_01990	BU_ATCC8492_01990
OG0002006	BU_ATCC8492_01991	BU_ATCC8492_01991	BU_ATCC8492_01991
OG0002007	BU_ATCC8492_01992	BU_ATCC8492_01992	BU_ATCC8492_01992
OG0002008	BU_ATCC8492_01993	BU_ATCC8492_01993	BU_ATCC8492_01993
OG0002009	BU_ATCC8492_01994	BU_ATCC8492_01994	BU_ATCC8492_01994
OG0002010	BU_ATCC8492_01995	BU_ATCC8492_01995	BU_ATCC8492_01995
OG0002011	BU_ATCC8492_01996	BU_ATCC8492_01996	BU_ATCC8492_01996
OG0002012	BU_ATCC8492_01997	BU_ATCC8492_01997	BU_ATCC8492_01997
OG0002013	BU_ATCC8492_01998	BU_ATCC8492_01998	BU_ATCC8492_01998
OG0002014	BU_ATCC8492_01999	BU_ATCC8492_01999	BU_ATCC8492_01999
OG0002015	BU_ATCC8492_02000	BU_ATCC8492_02000	BU_ATCC8492_02000
OG0002016	BU_ATCC8492_02001	BU_ATCC8492_02001	BU_ATCC8492_02001
OG0002017	BU_ATCC8492_02002	BU_ATCC8492_02002	BU_ATCC8492_02002
OG0002018	BU_ATCC8492_02003	BU_ATCC8492_02003	BU_ATCC8492_02003
OG0002019	BU_ATCC8492_02004	BU_ATCC8492_02004	BU_ATCC8492_02004
OG0002020	BU_ATCC8492_02005	BU_ATCC8492_02005	BU_ATCC8492_02005
OG0002021	BU_ATCC8492_02006	BU_ATCC8492_02006	BU_ATCC8492_02006
OG0002022	BU_ATCC8492_02007	BU_ATCC8492_02007	BU_ATCC8492_02007
OG0002023	BU_ATCC8492_02008	BU_ATCC8492_02008	BU_ATCC8492_02008
OG0002024	BU_ATCC8492_02009	BU_ATCC8492_02009	BU_ATCC8492_02009
OG0002025	BU_ATCC8492_02010	BU_ATCC8492_02010	BU_ATCC8492_02010
OG0002026	BU_ATCC8492_02011	BU_ATCC8492_02011	BU_ATCC8492_02011
OG0002027	BU_ATCC8492_02012	BU_ATCC8492_02012	BU_ATCC8492_02012
OG0002028	BU_ATCC8492_02013	BU_ATCC8492_02013	BU_ATCC8492_02013
OG0002029	BU_ATCC8492_02014	BU_ATCC8492_02014	BU_ATCC8492_02014
OG0002030	BU_ATCC8492_02015	BU_ATCC8492_02015	BU_ATCC8492_02015
OG0002031	BU_ATCC8492_02016	BU_ATCC8492_02016	BU_ATCC8492_02016
OG0002032	BU_ATCC8492_02017	BU_ATCC8492_02017	BU_ATCC8492_02017
OG0002033	BU_ATCC8492_02018	BU_ATCC8492_02018	BU_ATCC8492_02018
OG0002034	BU_ATCC8492_02019	BU_ATCC8492_02019	BU_ATCC8492_02019
OG0002035	BU_ATCC8492_02020	BU_ATCC8492_02020	BU_ATCC8492_02020
OG0002036	BU_ATCC8492_02021	BU_ATCC8492_02021	BU_ATCC8492_02021
OG0002037	BU_ATCC8492_02022	BU_ATCC8492_02022	BU_ATCC8492_02022
OG0002038	BU_ATCC8492_02023	BU_ATCC8492_02023	BU_ATCC8492_02023
OG0002039	BU_ATCC8492_02024	BU_ATCC8492_02024	BU_ATCC8492_02024
OG0002040	BU_ATCC8492_02025	BU_ATCC8492_02025	BU_ATCC8492_02025
OG0002041	BU_ATCC8492_02026	BU_ATCC8492_02026	BU_ATCC8492_02026
OG0002042	BU_ATCC8492_02027	BU_ATCC8492_02027	BU_ATCC8492_02027
OG0002043	BU_ATCC8492_02028	BU_ATCC8492_02028	BU_ATCC8492_02028
OG0002044	BU_ATCC8492_02029	BU_ATCC8492_02029	BU_ATCC8492_02029
OG0002045	BU_ATCC8492_02030	BU_ATCC8492_02030	BU_ATCC8492_02030
OG0002046	BU_ATCC8492_02031	BU_ATCC8492_02031	BU_ATCC8492_02031
OG0002047	BU_ATCC8492_02032	BU_ATCC8492_02032	BU_ATCC8492_02032
OG0002048	BU_ATCC8492_02033	BU_ATCC8492_02033	BU_ATCC8492_02033
OG0002049	BU_ATCC8492_02034	BU_ATCC8492_02034	BU_ATCC8492_02034
OG0002050	BU_ATCC8492_02035	BU_ATCC8492_02035	BU_ATCC8492_02035
OG0002051	BU_ATCC8492_02036	BU_ATCC8492_02036	BU_ATCC8492_02036
OG0002052	BU_ATCC8492_02037	BU_ATCC8492_02037	BU_ATCC8492_02037
OG0002053	BU_ATCC8492_02038	BU_ATCC8492_02038	BU_ATCC8492_02038
OG0002054	BU_ATCC8492_02039	BU_ATCC8492_02039	BU_ATCC8492_02039
OG0002055	BU_ATCC8492_02040	BU_ATCC8492_02040	BU_ATCC8492_02040
OG0002056	BU_ATCC8492_02041	BU_ATCC8492_02041	BU_ATCC8492_02041
OG0002057	BU_ATCC8492_02042	BU_ATCC8492_02042	BU_ATCC8492_02042
OG0002058	BU_ATCC8492_02043	BU_ATCC8492_02043	BU_ATCC8492_02043
OG0002059	BU_ATCC8492_02044	BU_ATCC8492_02044	BU_ATCC8492_02044
OG0002060	BU_ATCC8492_02045	BU_ATCC8492_02045	BU_ATCC8492_02045
OG0002061	BU_ATCC8492_02046	BU_ATCC8492_02046	BU_ATCC8492_02046
OG0002062	BU_ATCC8492_02047	BU_ATCC8492_02047	BU_ATCC8492_02047
OG0002063	BU_ATCC8492_02048	BU_ATCC8492_02048	BU_ATCC8492_02048
OG0002064	BU_ATCC8492_02049	BU_ATCC8492_02049	BU_ATCC8492_02049
OG0002065	BU_ATCC8492_02050	BU_ATCC8492_02050	BU_ATCC8492_02050
OG0002066	BU_ATCC8492_02052	BU_ATCC8492_02052	BU_ATCC8492_02052
OG0002067	BU_ATCC8492_02053	BU_ATCC8492_02053	BU_ATCC8492_02053
OG0002068	BU_ATCC8492_02054	BU_ATCC8492_02054	BU_ATCC8492_02054
OG0002069	BU_ATCC8492_02055	BU_ATCC8492_02055	BU_ATCC8492_02055
OG0002070	BU_ATCC8492_02056	BU_ATCC8492_02056	BU_ATCC8492_02056
OG0002071	BU_ATCC8492_02057	BU_ATCC8492_02057	BU_ATCC8492_02057
OG0002072	BU_ATCC8492_02058	BU_ATCC8492_02058	BU_ATCC8492_02058
OG0002073	BU_ATCC8492_02059	BU_ATCC8492_02059	BU_ATCC8492_02059
OG0002074	BU_ATCC8492_02060	BU_ATCC8492_02060	BU_ATCC8492_02060
OG0002075	BU_ATCC8492_02061	BU_ATCC8492_02061	BU_ATCC8492_02061
OG0002076	BU_ATCC8492_02062	BU_ATCC8492_02062	BU_ATCC8492_02062
OG0002077	BU_ATCC8492_02063	BU_ATCC8492_02063	BU_ATCC8492_02063
OG0002078	BU_ATCC8492_02064	BU_ATCC8492_02064	BU_ATCC8492_02064
OG0002079	BU_ATCC8492_02065	BU_ATCC8492_02065	BU_ATCC8492_02065
OG0002080	BU_ATCC8492_02066	BU_ATCC8492_02066	BU_ATCC8492_02066
OG0002081	BU_ATCC8492_02067	BU_ATCC8492_02067	BU_ATCC8492_02067
OG0002082	BU_ATCC8492_02068	BU_ATCC8492_02068	BU_ATCC8492_02068
OG0002083	BU_ATCC8492_02069	BU_ATCC8492_02069	BU_ATCC8492_02069
OG0002084	BU_ATCC8492_02070	BU_ATCC8492_02070	BU_ATCC8492_02070
OG0002085	BU_ATCC8492_02071	BU_ATCC8492_02071	BU_ATCC8492_02071
OG0002086	BU_ATCC8492_02072	BU_ATCC8492_02072	BU_ATCC8492_02072
OG0002087	BU_ATCC8492_02073	BU_ATCC8492_02073	BU_ATCC8492_02073
OG0002088	BU_ATCC8492_02074	BU_ATCC8492_02074	BU_ATCC8492_02074
OG0002089	BU_ATCC8492_02075	BU_ATCC8492_02075	BU_ATCC8492_02075
OG0002090	BU_ATCC8492_02076	BU_ATCC8492_02076	BU_ATCC8492_02076
OG0002091	BU_ATCC8492_02077	BU_ATCC8492_02077	BU_ATCC8492_02077
OG0002092	BU_ATCC8492_02078	BU_ATCC8492_02078	BU_ATCC8492_02078
OG0002093	BU_ATCC8492_02079	BU_ATCC8492_02079	BU_ATCC8492_02079
OG0002094	BU_ATCC8492_02080	BU_ATCC8492_02080	BU_ATCC8492_02080
OG0002095	BU_ATCC8492_02081	BU_ATCC8492_02081	BU_ATCC8492_02081
OG0002096	BU_ATCC8492_02082	BU_ATCC8492_02082	BU_ATCC8492_02082
OG0002097	BU_ATCC8492_02083	BU_ATCC8492_02083	BU_ATCC8492_02083
OG0002098	BU_ATCC8492_02084	BU_ATCC8492_02084	BU_ATCC8492_02084
OG0002099	BU_ATCC8492_02085	BU_ATCC8492_02085	BU_ATCC8492_02085
OG0002100	BU_ATCC8492_02086	BU_ATCC8492_02086	BU_ATCC8492_02086
OG0002101	BU_ATCC8492_02087	BU_ATCC8492_02087	BU_ATCC8492_02087
OG0002102	BU_ATCC8492_02088	BU_ATCC8492_02088	BU_ATCC8492_02088
OG0002103	BU_ATCC8492_02089	BU_ATCC8492_02089	BU_ATCC8492_02089
OG0002104	BU_ATCC8492_02090	BU_ATCC8492_02090	BU_ATCC8492_02090
OG0002105	BU_ATCC8492_02091	BU_ATCC8492_02091	BU_ATCC8492_02091
OG0002106	BU_ATCC8492_02092	BU_ATCC8492_02092	BU_ATCC8492_02092
OG0002107	BU_ATCC8492_02093	BU_ATCC8492_02093	BU_ATCC8492_02093
OG0002108	BU_ATCC8492_02095	BU_ATCC8492_02095	BU_ATCC8492_02095
OG0002109	BU_ATCC8492_02096	BU_ATCC8492_02096	BU_ATCC8492_02096
OG0002110	BU_ATCC8492_02097	BU_ATCC8492_02097	BU_ATCC8492_02097
OG0002111	BU_ATCC8492_02098	BU_ATCC8492_02098	BU_ATCC8492_02098
OG0002112	BU_ATCC8492_02099	BU_ATCC8492_02099	BU_ATCC8492_02099
OG0002113	BU_ATCC8492_02100	BU_ATCC8492_02100	BU_ATCC8492_02100
OG0002114	BU_ATCC8492_02101	BU_ATCC8492_02101	BU_ATCC8492_02101
OG0002115	BU_ATCC8492_02102	BU_ATCC8492_02102	BU_ATCC8492_02102
OG0002116	BU_ATCC8492_02103	BU_ATCC8492_02103	BU_ATCC8492_02103
OG0002117	BU_ATCC8492_02104	BU_ATCC8492_02104	BU_ATCC8492_02104
OG0002118	BU_ATCC8492_02105	BU_ATCC8492_02105	BU_ATCC8492_02105
OG0002119	BU_ATCC8492_02106	BU_ATCC8492_02106	BU_ATCC8492_02106
OG0002120	BU_ATCC8492_02107	BU_ATCC8492_02107	BU_ATCC8492_02107
OG0002121	BU_ATCC8492_02108	BU_ATCC8492_02108	BU_ATCC8492_02108
OG0002122	BU_ATCC8492_02109	BU_ATCC8492_02109	BU_ATCC8492_02109
OG0002123	BU_ATCC8492_02110	BU_ATCC8492_02110	BU_ATCC8492_02110
OG0002124	BU_ATCC8492_02111	BU_ATCC8492_02111	BU_ATCC8492_02111
OG0002125	BU_ATCC8492_02112	BU_ATCC8492_02112	BU_ATCC8492_02112
OG0002126	BU_ATCC8492_02113	BU_ATCC8492_02113	BU_ATCC8492_02113
OG0002127	BU_ATCC8492_02114	BU_ATCC8492_02114	BU_ATCC8492_02114
OG0002128	BU_ATCC8492_02115	BU_ATCC8492_02115	BU_ATCC8492_02115
OG0002129	BU_ATCC8492_02116	BU_ATCC8492_02116	BU_ATCC8492_02116
OG0002130	BU_ATCC8492_02117	BU_ATCC8492_02117	BU_ATCC8492_02117
OG0002131	BU_ATCC8492_02118	BU_ATCC8492_02118	BU_ATCC8492_02118
OG0002132	BU_ATCC8492_02119	BU_ATCC8492_02119	BU_ATCC8492_02119
OG0002133	BU_ATCC8492_02120	BU_ATCC8492_02120	BU_ATCC8492_02120
OG0002134	BU_ATCC8492_02121	BU_ATCC8492_02121	BU_ATCC8492_02121
OG0002135	BU_ATCC8492_02122	BU_ATCC8492_02122	BU_ATCC8492_02122
OG0002136	BU_ATCC8492_02123	BU_ATCC8492_02123	BU_ATCC8492_02123
OG0002137	BU_ATCC8492_02125	BU_ATCC8492_02125	BU_ATCC8492_02125
OG0002138	BU_ATCC8492_02126	BU_ATCC8492_02126	BU_ATCC8492_02126
OG0002139	BU_ATCC8492_02127	BU_ATCC8492_02127	BU_ATCC8492_02127
OG0002140	BU_ATCC8492_02128	BU_ATCC8492_02128	BU_ATCC8492_02128
OG0002141	BU_ATCC8492_02129	BU_ATCC8492_02129	BU_ATCC8492_02129
OG0002142	BU_ATCC8492_02130	BU_ATCC8492_02130	BU_ATCC8492_02130
OG0002143	BU_ATCC8492_02131	BU_ATCC8492_02131	BU_ATCC8492_02131
OG0002144	BU_ATCC8492_02132	BU_ATCC8492_02132	BU_ATCC8492_02132
OG0002145	BU_ATCC8492_02133	BU_ATCC8492_02133	BU_ATCC8492_02133
OG0002146	BU_ATCC8492_02134	BU_ATCC8492_02134	BU_ATCC8492_02134
OG0002147	BU_ATCC8492_02135	BU_ATCC8492_02135	BU_ATCC8492_02135
OG0002148	BU_ATCC8492_02136	BU_ATCC8492_02136	BU_ATCC8492_02136
OG0002149	BU_ATCC8492_02137	BU_ATCC8492_02137	BU_ATCC8492_02137
OG0002150	BU_ATCC8492_02138	BU_ATCC8492_02138	BU_ATCC8492_02138
OG0002151	BU_ATCC8492_02139	BU_ATCC8492_02139	BU_ATCC8492_02139
OG0002152	BU_ATCC8492_02140	BU_ATCC8492_02140	BU_ATCC8492_02140
OG0002153	BU_ATCC8492_02141	BU_ATCC8492_02141	BU_ATCC8492_02141
OG0002154	BU_ATCC8492_02142	BU_ATCC8492_02142	BU_ATCC8492_02142
OG0002155	BU_ATCC8492_02143	BU_ATCC8492_02143	BU_ATCC8492_02143
OG0002156	BU_ATCC8492_02144	BU_ATCC8492_02144	BU_ATCC8492_02144
OG0002157	BU_ATCC8492_02145	BU_ATCC8492_02145	BU_ATCC8492_02145
OG0002158	BU_ATCC8492_02146	BU_ATCC8492_02146	BU_ATCC8492_02146
OG0002159	BU_ATCC8492_02147	BU_ATCC8492_02147	BU_ATCC8492_02147
OG0002160	BU_ATCC8492_02148	BU_ATCC8492_02148	BU_ATCC8492_02148
OG0002161	BU_ATCC8492_02149	BU_ATCC8492_02149	BU_ATCC8492_02149
OG0002162	BU_ATCC8492_02150	BU_ATCC8492_02150	BU_ATCC8492_02150
OG0002163	BU_ATCC8492_02151	BU_ATCC8492_02151	BU_ATCC8492_02151
OG0002164	BU_ATCC8492_02152	BU_ATCC8492_02152	BU_ATCC8492_02152
OG0002165	BU_ATCC8492_02153	BU_ATCC8492_02153	BU_ATCC8492_02153
OG0002166	BU_ATCC8492_02154	BU_ATCC8492_02154	BU_ATCC8492_02154
OG0002167	BU_ATCC8492_02155	BU_ATCC8492_02155	BU_ATCC8492_02155
OG0002168	BU_ATCC8492_02156	BU_ATCC8492_02156	BU_ATCC8492_02156
OG0002169	BU_ATCC8492_02157	BU_ATCC8492_02157	BU_ATCC8492_02157
OG0002170	BU_ATCC8492_02158	BU_ATCC8492_02158	BU_ATCC8492_02158
OG0002171	BU_ATCC8492_02159	BU_ATCC8492_02159	BU_ATCC8492_02159
OG0002172	BU_ATCC8492_02160	BU_ATCC8492_02160	BU_ATCC8492_02160
OG0002173	BU_ATCC8492_02161	BU_ATCC8492_02161	BU_ATCC8492_02161
OG0002174	BU_ATCC8492_02162	BU_ATCC8492_02162	BU_ATCC8492_02162
OG0002175	BU_ATCC8492_02163	BU_ATCC8492_02163	BU_ATCC8492_02163
OG0002176	BU_ATCC8492_02164	BU_ATCC8492_02164	BU_ATCC8492_02164
OG0002177	BU_ATCC8492_02165	BU_ATCC8492_02165	BU_ATCC8492_02165
OG0002178	BU_ATCC8492_02166	BU_ATCC8492_02166	BU_ATCC8492_02166
OG0002179	BU_ATCC8492_02167	BU_ATCC8492_02167	BU_ATCC8492_02167
OG0002180	BU_ATCC8492_02168	BU_ATCC8492_02168	BU_ATCC8492_02168
OG0002181	BU_ATCC8492_02169	BU_ATCC8492_02169	BU_ATCC8492_02169
OG0002182	BU_ATCC8492_02170	BU_ATCC8492_02170	BU_ATCC8492_02170
OG0002183	BU_ATCC8492_02171	BU_ATCC8492_02171	BU_ATCC8492_02171
OG0002184	BU_ATCC8492_02172	BU_ATCC8492_02172	BU_ATCC8492_02172
OG0002185	BU_ATCC8492_02173	BU_ATCC8492_02173	BU_ATCC8492_02173
OG0002186	BU_ATCC8492_02174	BU_ATCC8492_02174	BU_ATCC8492_02174
OG0002187	BU_ATCC8492_02175	BU_ATCC8492_02175	BU_ATCC8492_02175
OG0002188	BU_ATCC8492_02176	BU_ATCC8492_02176	BU_ATCC8492_02176
OG0002189	BU_ATCC8492_02177	BU_ATCC8492_02177	BU_ATCC8492_02177
OG0002190	BU_ATCC8492_02178	BU_ATCC8492_02178	BU_ATCC8492_02178
OG0002191	BU_ATCC8492_02179	BU_ATCC8492_02179	BU_ATCC8492_02179
OG0002192	BU_ATCC8492_02180	BU_ATCC8492_02180	BU_ATCC8492_02180
OG0002193	BU_ATCC8492_02181	BU_ATCC8492_02181	BU_ATCC8492_02181
OG0002194	BU_ATCC8492_02182	BU_ATCC8492_02182	BU_ATCC8492_02182
OG0002195	BU_ATCC8492_02183	BU_ATCC8492_02183	BU_ATCC8492_02183
OG0002196	BU_ATCC8492_02184	BU_ATCC8492_02184	BU_ATCC8492_02184
OG0002197	BU_ATCC8492_02185	BU_ATCC8492_02185	BU_ATCC8492_02185
OG0002198	BU_ATCC8492_02186	BU_ATCC8492_02186	BU_ATCC8492_02186
OG0002199	BU_ATCC8492_02187	BU_ATCC8492_02187	BU_ATCC8492_02187
OG0002200	BU_ATCC8492_02188	BU_ATCC8492_02188	BU_ATCC8492_02188
OG0002201	BU_ATCC8492_02189	BU_ATCC8492_02189	BU_ATCC8492_02189
OG0002202	BU_ATCC8492_02190	BU_ATCC8492_02190	BU_ATCC8492_02190
OG0002203	BU_ATCC8492_02191	BU_ATCC8492_02191	BU_ATCC8492_02191
OG0002204	BU_ATCC8492_02192	BU_ATCC8492_02192	BU_ATCC8492_02192
OG0002205	BU_ATCC8492_02193	BU_ATCC8492_02193	BU_ATCC8492_02193
OG0002206	BU_ATCC8492_02194	BU_ATCC8492_02194	BU_ATCC8492_02194
OG0002207	BU_ATCC8492_02195	BU_ATCC8492_02195	BU_ATCC8492_02195
OG0002208	BU_ATCC8492_02196	BU_ATCC8492_02196	BU_ATCC8492_02196
OG0002209	BU_ATCC8492_02197	BU_ATCC8492_02197	BU_ATCC8492_02197
OG0002210	BU_ATCC8492_02198	BU_ATCC8492_02198	BU_ATCC8492_02198
OG0002211	BU_ATCC8492_02199	BU_ATCC8492_02199	BU_ATCC8492_02199
OG0002212	BU_ATCC8492_02200	BU_ATCC8492_02200	BU_ATCC8492_02200
OG0002213	BU_ATCC8492_02201	BU_ATCC8492_02201	BU_ATCC8492_02201
OG0002214	BU_ATCC8492_02202	BU_ATCC8492_02202	BU_ATCC8492_02202
OG0002215	BU_ATCC8492_02203	BU_ATCC8492_02203	BU_ATCC8492_02203
OG0002216	BU_ATCC8492_02204	BU_ATCC8492_02204	BU_ATCC8492_02204
OG0002217	BU_ATCC8492_02205	BU_ATCC8492_02205	BU_ATCC8492_02205
OG0002218	BU_ATCC8492_02206	BU_ATCC8492_02206	BU_ATCC8492_02206
OG0002219	BU_ATCC8492_02207	BU_ATCC8492_02207	BU_ATCC8492_02207
