Orthogroup	BU_ATCC8492	BU_ATCC8492_copy
OG0001840_1	BU_ATCC8492_01807	BU_ATCC8492_copy_01807
OG0001841_1	BU_ATCC8492_01808	BU_ATCC8492_copy_01808
OG0001842_1	BU_ATCC8492_01810	BU_ATCC8492_copy_01810
OG0001843_1	BU_ATCC8492_01811	BU_ATCC8492_copy_01811
OG0001844_1	BU_ATCC8492_01812	BU_ATCC8492_copy_01812
OG0001845_1	BU_ATCC8492_01813	BU_ATCC8492_copy_01813
OG0001846_1	BU_ATCC8492_01816	BU_ATCC8492_copy_01816
OG0001847_1	BU_ATCC8492_01817	BU_ATCC8492_copy_01817
OG0001848_1	BU_ATCC8492_01818	BU_ATCC8492_copy_01818
OG0001849_1	BU_ATCC8492_01819	BU_ATCC8492_copy_01819
OG0001850_1	BU_ATCC8492_01820	BU_ATCC8492_copy_01820
OG0001851_1	BU_ATCC8492_01821	BU_ATCC8492_copy_01821
OG0001852_1	BU_ATCC8492_01822	BU_ATCC8492_copy_01822
OG0001853_1	BU_ATCC8492_01823	BU_ATCC8492_copy_01823
OG0001854_1	BU_ATCC8492_01824	BU_ATCC8492_copy_01824
OG0001855_1	BU_ATCC8492_01825	BU_ATCC8492_copy_01825
OG0001856_1	BU_ATCC8492_01826	BU_ATCC8492_copy_01826
OG0001857_1	BU_ATCC8492_01827	BU_ATCC8492_copy_01827
OG0001858_1	BU_ATCC8492_01828	BU_ATCC8492_copy_01828
OG0001859_1	BU_ATCC8492_01829	BU_ATCC8492_copy_01829
OG0001860_1	BU_ATCC8492_01830	BU_ATCC8492_copy_01830
OG0001861_1	BU_ATCC8492_01831	BU_ATCC8492_copy_01831
OG0001862_1	BU_ATCC8492_01832	BU_ATCC8492_copy_01832
OG0001863_1	BU_ATCC8492_01833	BU_ATCC8492_copy_01833
OG0001864_1	BU_ATCC8492_01834	BU_ATCC8492_copy_01834
OG0001865_1	BU_ATCC8492_01835	BU_ATCC8492_copy_01835
OG0001866_1	BU_ATCC8492_01836	BU_ATCC8492_copy_01836
OG0001867_1	BU_ATCC8492_01837	BU_ATCC8492_copy_01837
OG0001868_1	BU_ATCC8492_01838	BU_ATCC8492_copy_01838
OG0001869_1	BU_ATCC8492_01839	BU_ATCC8492_copy_01839
OG0001870_1	BU_ATCC8492_01840	BU_ATCC8492_copy_01840
OG0001871_1	BU_ATCC8492_01841	BU_ATCC8492_copy_01841
OG0001872_1	BU_ATCC8492_01842	BU_ATCC8492_copy_01842
OG0001873_1	BU_ATCC8492_01843	BU_ATCC8492_copy_01843
OG0001874_1	BU_ATCC8492_01844	BU_ATCC8492_copy_01844
OG0001875_1	BU_ATCC8492_01845	BU_ATCC8492_copy_01845
OG0001876_1	BU_ATCC8492_01846	BU_ATCC8492_copy_01846
OG0001877_1	BU_ATCC8492_01847	BU_ATCC8492_copy_01847
OG0001878_1	BU_ATCC8492_01848	BU_ATCC8492_copy_01848
OG0001879_1	BU_ATCC8492_01849	BU_ATCC8492_copy_01849
OG0001880_1	BU_ATCC8492_01850	BU_ATCC8492_copy_01850
OG0001881_1	BU_ATCC8492_01851	BU_ATCC8492_copy_01851
OG0001882_1	BU_ATCC8492_01852	BU_ATCC8492_copy_01852
OG0001883_1	BU_ATCC8492_01853	BU_ATCC8492_copy_01853
OG0001884_1	BU_ATCC8492_01855	BU_ATCC8492_copy_01855
OG0001885_1	BU_ATCC8492_01856	BU_ATCC8492_copy_01856
OG0001886_1	BU_ATCC8492_01857	BU_ATCC8492_copy_01857
OG0001887_1	BU_ATCC8492_01858	BU_ATCC8492_copy_01858
OG0001888_1	BU_ATCC8492_01859	BU_ATCC8492_copy_01859
OG0001889_1	BU_ATCC8492_01860	BU_ATCC8492_copy_01860
OG0001890_1	BU_ATCC8492_01861	BU_ATCC8492_copy_01861
OG0001891_1	BU_ATCC8492_01862	BU_ATCC8492_copy_01862
OG0001892_1	BU_ATCC8492_01863	BU_ATCC8492_copy_01863
OG0001893_1	BU_ATCC8492_01864	BU_ATCC8492_copy_01864
OG0001894_1	BU_ATCC8492_01865	BU_ATCC8492_copy_01865
OG0001895_1	BU_ATCC8492_01866	BU_ATCC8492_copy_01866
OG0001896_1	BU_ATCC8492_01867	BU_ATCC8492_copy_01867
OG0001897_1	BU_ATCC8492_01868	BU_ATCC8492_copy_01868
OG0001898_1	BU_ATCC8492_01869	BU_ATCC8492_copy_01869
OG0001899_1	BU_ATCC8492_01870	BU_ATCC8492_copy_01870
OG0001900_1	BU_ATCC8492_01871	BU_ATCC8492_copy_01871
OG0001901_1	BU_ATCC8492_01872	BU_ATCC8492_copy_01872
OG0001902_1	BU_ATCC8492_01873	BU_ATCC8492_copy_01873
OG0001903_1	BU_ATCC8492_01874	BU_ATCC8492_copy_01874
OG0001904_1	BU_ATCC8492_01875	BU_ATCC8492_copy_01875
OG0001905_1	BU_ATCC8492_01876	BU_ATCC8492_copy_01876
OG0001906_1	BU_ATCC8492_01877	BU_ATCC8492_copy_01877
OG0001907_1	BU_ATCC8492_01878	BU_ATCC8492_copy_01878
OG0001908_1	BU_ATCC8492_01879	BU_ATCC8492_copy_01879
OG0001909_1	BU_ATCC8492_01880	BU_ATCC8492_copy_01880
OG0001910_1	BU_ATCC8492_01881	BU_ATCC8492_copy_01881
OG0001911_1	BU_ATCC8492_01882	BU_ATCC8492_copy_01882
OG0001912_1	BU_ATCC8492_01883	BU_ATCC8492_copy_01883
OG0001913_1	BU_ATCC8492_01884	BU_ATCC8492_copy_01884
OG0001914_1	BU_ATCC8492_01885	BU_ATCC8492_copy_01885
OG0001915_1	BU_ATCC8492_01886	BU_ATCC8492_copy_01886
OG0001916_1	BU_ATCC8492_01887	BU_ATCC8492_copy_01887
OG0001917_1	BU_ATCC8492_01888	BU_ATCC8492_copy_01888
OG0001918_1	BU_ATCC8492_01889	BU_ATCC8492_copy_01889
OG0001919_1	BU_ATCC8492_01890	BU_ATCC8492_copy_01890
OG0001920_1	BU_ATCC8492_01891	BU_ATCC8492_copy_01891
OG0001921_1	BU_ATCC8492_01892	BU_ATCC8492_copy_01892
OG0001922_1	BU_ATCC8492_01893	BU_ATCC8492_copy_01893
OG0001923_1	BU_ATCC8492_01894	BU_ATCC8492_copy_01894
OG0001924_1	BU_ATCC8492_01895	BU_ATCC8492_copy_01895
OG0001925_1	BU_ATCC8492_01896	BU_ATCC8492_copy_01896
OG0001926_1	BU_ATCC8492_01897	BU_ATCC8492_copy_01897
OG0001927_1	BU_ATCC8492_01898	BU_ATCC8492_copy_01898
OG0001928_1	BU_ATCC8492_01899	BU_ATCC8492_copy_01899
OG0001929_1	BU_ATCC8492_01900	BU_ATCC8492_copy_01900
OG0001930_1	BU_ATCC8492_01901	BU_ATCC8492_copy_01901
OG0001931_1	BU_ATCC8492_01902	BU_ATCC8492_copy_01902
OG0001932_1	BU_ATCC8492_01903	BU_ATCC8492_copy_01903
OG0001933_1	BU_ATCC8492_01904	BU_ATCC8492_copy_01904
OG0001934_1	BU_ATCC8492_01905	BU_ATCC8492_copy_01905
OG0001935_1	BU_ATCC8492_01906	BU_ATCC8492_copy_01906
OG0001936_1	BU_ATCC8492_01907	BU_ATCC8492_copy_01907
OG0001937_1	BU_ATCC8492_01908	BU_ATCC8492_copy_01908
OG0001938_1	BU_ATCC8492_01909	BU_ATCC8492_copy_01909
OG0001939_1	BU_ATCC8492_01910	BU_ATCC8492_copy_01910
OG0001940_1	BU_ATCC8492_01911	BU_ATCC8492_copy_01911
OG0001941_1	BU_ATCC8492_01912	BU_ATCC8492_copy_01912
OG0001942_1	BU_ATCC8492_01913	BU_ATCC8492_copy_01913
OG0001943_1	BU_ATCC8492_01916	BU_ATCC8492_copy_01916
OG0001944_1	BU_ATCC8492_01918	BU_ATCC8492_copy_01918
OG0001945_1	BU_ATCC8492_01919	BU_ATCC8492_copy_01919
OG0001946_1	BU_ATCC8492_01920	BU_ATCC8492_copy_01920
OG0001947_1	BU_ATCC8492_01921	BU_ATCC8492_copy_01921
OG0001948_1	BU_ATCC8492_01922	BU_ATCC8492_copy_01922
OG0001949_1	BU_ATCC8492_01924	BU_ATCC8492_copy_01924
OG0001950_1	BU_ATCC8492_01925	BU_ATCC8492_copy_01925
OG0001951_1	BU_ATCC8492_01926	BU_ATCC8492_copy_01926
OG0001952_1	BU_ATCC8492_01927	BU_ATCC8492_copy_01927
OG0001953_1	BU_ATCC8492_01928	BU_ATCC8492_copy_01928
OG0001954_1	BU_ATCC8492_01929	BU_ATCC8492_copy_01929
OG0001955_1	BU_ATCC8492_01931	BU_ATCC8492_copy_01931
OG0001956_1	BU_ATCC8492_01932	BU_ATCC8492_copy_01932
OG0001957_1	BU_ATCC8492_01933	BU_ATCC8492_copy_01933
OG0001958_1	BU_ATCC8492_01934	BU_ATCC8492_copy_01934
OG0001959_1	BU_ATCC8492_01935	BU_ATCC8492_copy_01935
OG0001960_1	BU_ATCC8492_01936	BU_ATCC8492_copy_01936
OG0001961_1	BU_ATCC8492_01937	BU_ATCC8492_copy_01937
OG0001962_1	BU_ATCC8492_01938	BU_ATCC8492_copy_01938
OG0001963_1	BU_ATCC8492_01939	BU_ATCC8492_copy_01939
OG0001964_1	BU_ATCC8492_01941	BU_ATCC8492_copy_01941
OG0001965_1	BU_ATCC8492_01942	BU_ATCC8492_copy_01942
OG0001966_1	BU_ATCC8492_01943	BU_ATCC8492_copy_01943
OG0001967_1	BU_ATCC8492_01944	BU_ATCC8492_copy_01944
OG0001968_1	BU_ATCC8492_01945	BU_ATCC8492_copy_01945
OG0001969_1	BU_ATCC8492_01946	BU_ATCC8492_copy_01946
OG0001970_1	BU_ATCC8492_01947	BU_ATCC8492_copy_01947
OG0001971_1	BU_ATCC8492_01948	BU_ATCC8492_copy_01948
OG0001972_1	BU_ATCC8492_01949	BU_ATCC8492_copy_01949
OG0001973_1	BU_ATCC8492_01950	BU_ATCC8492_copy_01950
OG0001974_1	BU_ATCC8492_01951	BU_ATCC8492_copy_01951
OG0001975_1	BU_ATCC8492_01952	BU_ATCC8492_copy_01952
OG0001976_1	BU_ATCC8492_01953	BU_ATCC8492_copy_01953
OG0001977_1	BU_ATCC8492_01954	BU_ATCC8492_copy_01954
OG0001978_1	BU_ATCC8492_01955	BU_ATCC8492_copy_01955
OG0001979_1	BU_ATCC8492_01956	BU_ATCC8492_copy_01956
OG0001980_1	BU_ATCC8492_01957	BU_ATCC8492_copy_01957
OG0001981_1	BU_ATCC8492_01958	BU_ATCC8492_copy_01958
OG0001982_1	BU_ATCC8492_01959	BU_ATCC8492_copy_01959
OG0001983_1	BU_ATCC8492_01960	BU_ATCC8492_copy_01960
OG0001984_1	BU_ATCC8492_01961	BU_ATCC8492_copy_01961
OG0001985_1	BU_ATCC8492_01962	BU_ATCC8492_copy_01962
OG0001986_1	BU_ATCC8492_01963	BU_ATCC8492_copy_01963
OG0001987_1	BU_ATCC8492_01964	BU_ATCC8492_copy_01964
OG0001988_1	BU_ATCC8492_01965	BU_ATCC8492_copy_01965
OG0001989_1	BU_ATCC8492_01966	BU_ATCC8492_copy_01966
OG0001990_1	BU_ATCC8492_01967	BU_ATCC8492_copy_01967
OG0001991_1	BU_ATCC8492_01968	BU_ATCC8492_copy_01968
OG0001992_1	BU_ATCC8492_01969	BU_ATCC8492_copy_01969
OG0001993_1	BU_ATCC8492_01970	BU_ATCC8492_copy_01970
OG0001994_1	BU_ATCC8492_01971	BU_ATCC8492_copy_01971
OG0001995_1	BU_ATCC8492_01972	BU_ATCC8492_copy_01972
OG0001996_1	BU_ATCC8492_01974	BU_ATCC8492_copy_01974
OG0001997_1	BU_ATCC8492_01976	BU_ATCC8492_copy_01976
OG0001998_1	BU_ATCC8492_01978	BU_ATCC8492_copy_01978
OG0001999_1	BU_ATCC8492_01979	BU_ATCC8492_copy_01979
OG0002000_1	BU_ATCC8492_01980	BU_ATCC8492_copy_01980
OG0002001_1	BU_ATCC8492_01981	BU_ATCC8492_copy_01981
OG0002002_1	BU_ATCC8492_01987	BU_ATCC8492_copy_01987
OG0002003_1	BU_ATCC8492_01988	BU_ATCC8492_copy_01988
OG0002004_1	BU_ATCC8492_01989	BU_ATCC8492_copy_01989
OG0002005_1	BU_ATCC8492_01990	BU_ATCC8492_copy_01990
OG0002006_1	BU_ATCC8492_01991	BU_ATCC8492_copy_01991
OG0002007_1	BU_ATCC8492_01992	BU_ATCC8492_copy_01992
OG0002008_1	BU_ATCC8492_01993	BU_ATCC8492_copy_01993
OG0002009_1	BU_ATCC8492_01994	BU_ATCC8492_copy_01994
OG0002010_1	BU_ATCC8492_01995	BU_ATCC8492_copy_01995
OG0002011_1	BU_ATCC8492_01996	BU_ATCC8492_copy_01996
OG0002012_1	BU_ATCC8492_01997	BU_ATCC8492_copy_01997
OG0002013_1	BU_ATCC8492_01998	BU_ATCC8492_copy_01998
OG0002014_1	BU_ATCC8492_01999	BU_ATCC8492_copy_01999
OG0002015_1	BU_ATCC8492_02000	BU_ATCC8492_copy_02000
OG0002016_1	BU_ATCC8492_02001	BU_ATCC8492_copy_02001
OG0002017_1	BU_ATCC8492_02002	BU_ATCC8492_copy_02002
OG0002018_1	BU_ATCC8492_02003	BU_ATCC8492_copy_02003
OG0002019_1	BU_ATCC8492_02004	BU_ATCC8492_copy_02004
OG0002020_1	BU_ATCC8492_02005	BU_ATCC8492_copy_02005
OG0002021_1	BU_ATCC8492_02006	BU_ATCC8492_copy_02006
OG0002022_1	BU_ATCC8492_02007	BU_ATCC8492_copy_02007
OG0002023_1	BU_ATCC8492_02008	BU_ATCC8492_copy_02008
OG0002024_1	BU_ATCC8492_02009	BU_ATCC8492_copy_02009
OG0002025_1	BU_ATCC8492_02010	BU_ATCC8492_copy_02010
OG0002026_1	BU_ATCC8492_02011	BU_ATCC8492_copy_02011
OG0002027_1	BU_ATCC8492_02012	BU_ATCC8492_copy_02012
OG0002028_1	BU_ATCC8492_02013	BU_ATCC8492_copy_02013
OG0002029_1	BU_ATCC8492_02014	BU_ATCC8492_copy_02014
OG0002030_1	BU_ATCC8492_02015	BU_ATCC8492_copy_02015
OG0002031_1	BU_ATCC8492_02016	BU_ATCC8492_copy_02016
OG0002032_1	BU_ATCC8492_02017	BU_ATCC8492_copy_02017
OG0002033_1	BU_ATCC8492_02018	BU_ATCC8492_copy_02018
OG0002034_1	BU_ATCC8492_02019	BU_ATCC8492_copy_02019
OG0002035_1	BU_ATCC8492_02020	BU_ATCC8492_copy_02020
OG0002036_1	BU_ATCC8492_02021	BU_ATCC8492_copy_02021
OG0002037_1	BU_ATCC8492_02022	BU_ATCC8492_copy_02022
OG0002038_1	BU_ATCC8492_02023	BU_ATCC8492_copy_02023
OG0002039_1	BU_ATCC8492_02024	BU_ATCC8492_copy_02024
OG0002040_1	BU_ATCC8492_02025	BU_ATCC8492_copy_02025
OG0002041_1	BU_ATCC8492_02026	BU_ATCC8492_copy_02026
OG0002042_1	BU_ATCC8492_02027	BU_ATCC8492_copy_02027
OG0002043_1	BU_ATCC8492_02028	BU_ATCC8492_copy_02028
OG0002044_1	BU_ATCC8492_02029	BU_ATCC8492_copy_02029
OG0002045_1	BU_ATCC8492_02030	BU_ATCC8492_copy_02030
OG0002046_1	BU_ATCC8492_02031	BU_ATCC8492_copy_02031
OG0002047_1	BU_ATCC8492_02032	BU_ATCC8492_copy_02032
OG0002048_1	BU_ATCC8492_02033	BU_ATCC8492_copy_02033
OG0002049_1	BU_ATCC8492_02034	BU_ATCC8492_copy_02034
OG0002050_1	BU_ATCC8492_02035	BU_ATCC8492_copy_02035
OG0002051_1	BU_ATCC8492_02036	BU_ATCC8492_copy_02036
OG0002052_1	BU_ATCC8492_02037	BU_ATCC8492_copy_02037
OG0002053_1	BU_ATCC8492_02038	BU_ATCC8492_copy_02038
OG0002054_1	BU_ATCC8492_02039	BU_ATCC8492_copy_02039
OG0002055_1	BU_ATCC8492_02040	BU_ATCC8492_copy_02040
OG0002056_1	BU_ATCC8492_02041	BU_ATCC8492_copy_02041
OG0002057_1	BU_ATCC8492_02042	BU_ATCC8492_copy_02042
OG0002058_1	BU_ATCC8492_02043	BU_ATCC8492_copy_02043
OG0002059_1	BU_ATCC8492_02044	BU_ATCC8492_copy_02044
OG0002060_1	BU_ATCC8492_02045	BU_ATCC8492_copy_02045
OG0002061_1	BU_ATCC8492_02046	BU_ATCC8492_copy_02046
OG0002062_1	BU_ATCC8492_02047	BU_ATCC8492_copy_02047
OG0002063_1	BU_ATCC8492_02048	BU_ATCC8492_copy_02048
OG0002064_1	BU_ATCC8492_02049	BU_ATCC8492_copy_02049
OG0002065_1	BU_ATCC8492_02050	BU_ATCC8492_copy_02050
OG0002066_1	BU_ATCC8492_02052	BU_ATCC8492_copy_02052
OG0002067_1	BU_ATCC8492_02053	BU_ATCC8492_copy_02053
OG0002068_1	BU_ATCC8492_02054	BU_ATCC8492_copy_02054
OG0002069_1	BU_ATCC8492_02055	BU_ATCC8492_copy_02055
OG0002070_1	BU_ATCC8492_02056	BU_ATCC8492_copy_02056
OG0002071_1	BU_ATCC8492_02057	BU_ATCC8492_copy_02057
OG0002072_1	BU_ATCC8492_02058	BU_ATCC8492_copy_02058
OG0002073_1	BU_ATCC8492_02059	BU_ATCC8492_copy_02059
OG0002074_1	BU_ATCC8492_02060	BU_ATCC8492_copy_02060
OG0002075_1	BU_ATCC8492_02061	BU_ATCC8492_copy_02061
OG0002076_1	BU_ATCC8492_02062	BU_ATCC8492_copy_02062
OG0002077_1	BU_ATCC8492_02063	BU_ATCC8492_copy_02063
OG0002078_1	BU_ATCC8492_02064	BU_ATCC8492_copy_02064
OG0002079_1	BU_ATCC8492_02065	BU_ATCC8492_copy_02065
OG0002080_1	BU_ATCC8492_02066	BU_ATCC8492_copy_02066
OG0002081_1	BU_ATCC8492_02067	BU_ATCC8492_copy_02067
OG0002082_1	BU_ATCC8492_02068	BU_ATCC8492_copy_02068
OG0002083_1	BU_ATCC8492_02069	BU_ATCC8492_copy_02069
OG0002084_1	BU_ATCC8492_02070	BU_ATCC8492_copy_02070
OG0002085_1	BU_ATCC8492_02071	BU_ATCC8492_copy_02071
OG0002086_1	BU_ATCC8492_02072	BU_ATCC8492_copy_02072
OG0002087_1	BU_ATCC8492_02073	BU_ATCC8492_copy_02073
OG0002088_1	BU_ATCC8492_02074	BU_ATCC8492_copy_02074
OG0002089_1	BU_ATCC8492_02075	BU_ATCC8492_copy_02075
OG0002090_1	BU_ATCC8492_02076	BU_ATCC8492_copy_02076
OG0002091_1	BU_ATCC8492_02077	BU_ATCC8492_copy_02077
OG0002092_1	BU_ATCC8492_02078	BU_ATCC8492_copy_02078
OG0002093_1	BU_ATCC8492_02079	BU_ATCC8492_copy_02079
OG0002094_1	BU_ATCC8492_02080	BU_ATCC8492_copy_02080
OG0002095_1	BU_ATCC8492_02081	BU_ATCC8492_copy_02081
OG0002096_1	BU_ATCC8492_02082	BU_ATCC8492_copy_02082
OG0002097_1	BU_ATCC8492_02083	BU_ATCC8492_copy_02083
OG0002098_1	BU_ATCC8492_02084	BU_ATCC8492_copy_02084
OG0002099_1	BU_ATCC8492_02085	BU_ATCC8492_copy_02085
OG0002100_1	BU_ATCC8492_02086	BU_ATCC8492_copy_02086
OG0002101_1	BU_ATCC8492_02087	BU_ATCC8492_copy_02087
OG0002102_1	BU_ATCC8492_02088	BU_ATCC8492_copy_02088
OG0002103_1	BU_ATCC8492_02089	BU_ATCC8492_copy_02089
OG0002104_1	BU_ATCC8492_02090	BU_ATCC8492_copy_02090
OG0002105_1	BU_ATCC8492_02091	BU_ATCC8492_copy_02091
OG0002106_1	BU_ATCC8492_02092	BU_ATCC8492_copy_02092
OG0002107_1	BU_ATCC8492_02093	BU_ATCC8492_copy_02093
OG0002108_1	BU_ATCC8492_02095	BU_ATCC8492_copy_02095
OG0002109_1	BU_ATCC8492_02096	BU_ATCC8492_copy_02096
OG0002110_1	BU_ATCC8492_02097	BU_ATCC8492_copy_02097
OG0002111_1	BU_ATCC8492_02098	BU_ATCC8492_copy_02098
OG0002112_1	BU_ATCC8492_02099	BU_ATCC8492_copy_02099
OG0002113_1	BU_ATCC8492_02100	BU_ATCC8492_copy_02100
OG0002114_1	BU_ATCC8492_02101	BU_ATCC8492_copy_02101
OG0002115_1	BU_ATCC8492_02102	BU_ATCC8492_copy_02102
OG0002116_1	BU_ATCC8492_02103	BU_ATCC8492_copy_02103
OG0002117_1	BU_ATCC8492_02104	BU_ATCC8492_copy_02104
OG0002118_1	BU_ATCC8492_02105	BU_ATCC8492_copy_02105
OG0002119_1	BU_ATCC8492_02106	BU_ATCC8492_copy_02106
OG0002120_1	BU_ATCC8492_02107	BU_ATCC8492_copy_02107
OG0002121_1	BU_ATCC8492_02108	BU_ATCC8492_copy_02108
OG0002122_1	BU_ATCC8492_02109	BU_ATCC8492_copy_02109
OG0002123_1	BU_ATCC8492_02110	BU_ATCC8492_copy_02110
OG0002124_1	BU_ATCC8492_02111	BU_ATCC8492_copy_02111
OG0002125_1	BU_ATCC8492_02112	BU_ATCC8492_copy_02112
OG0002126_1	BU_ATCC8492_02113	BU_ATCC8492_copy_02113
OG0002127_1	BU_ATCC8492_02114	BU_ATCC8492_copy_02114
OG0002128_1	BU_ATCC8492_02115	BU_ATCC8492_copy_02115
OG0002129_1	BU_ATCC8492_02116	BU_ATCC8492_copy_02116
OG0002130_1	BU_ATCC8492_02117	BU_ATCC8492_copy_02117
OG0002131_1	BU_ATCC8492_02118	BU_ATCC8492_copy_02118
OG0002132_1	BU_ATCC8492_02119	BU_ATCC8492_copy_02119
OG0002133_1	BU_ATCC8492_02120	BU_ATCC8492_copy_02120
OG0002134_1	BU_ATCC8492_02121	BU_ATCC8492_copy_02121
OG0002135_1	BU_ATCC8492_02122	BU_ATCC8492_copy_02122
OG0002136_1	BU_ATCC8492_02123	BU_ATCC8492_copy_02123
OG0002137_1	BU_ATCC8492_02125	BU_ATCC8492_copy_02125
OG0002138_1	BU_ATCC8492_02126	BU_ATCC8492_copy_02126
OG0002139_1	BU_ATCC8492_02127	BU_ATCC8492_copy_02127
OG0002140_1	BU_ATCC8492_02128	BU_ATCC8492_copy_02128
OG0002141_1	BU_ATCC8492_02129	BU_ATCC8492_copy_02129
OG0002142_1	BU_ATCC8492_02130	BU_ATCC8492_copy_02130
OG0002143_1	BU_ATCC8492_02131	BU_ATCC8492_copy_02131
OG0002144_1	BU_ATCC8492_02132	BU_ATCC8492_copy_02132
OG0002145_1	BU_ATCC8492_02133	BU_ATCC8492_copy_02133
OG0002146_1	BU_ATCC8492_02134	BU_ATCC8492_copy_02134
OG0002147_1	BU_ATCC8492_02135	BU_ATCC8492_copy_02135
OG0002148_1	BU_ATCC8492_02136	BU_ATCC8492_copy_02136
OG0002149_1	BU_ATCC8492_02137	BU_ATCC8492_copy_02137
OG0002150_1	BU_ATCC8492_02138	BU_ATCC8492_copy_02138
OG0002151_1	BU_ATCC8492_02139	BU_ATCC8492_copy_02139
OG0002152_1	BU_ATCC8492_02140	BU_ATCC8492_copy_02140
OG0002153_1	BU_ATCC8492_02141	BU_ATCC8492_copy_02141
OG0002154_1	BU_ATCC8492_02142	BU_ATCC8492_copy_02142
OG0002155_1	BU_ATCC8492_02143	BU_ATCC8492_copy_02143
OG0002156_1	BU_ATCC8492_02144	BU_ATCC8492_copy_02144
OG0002157_1	BU_ATCC8492_02145	BU_ATCC8492_copy_02145
OG0002158_1	BU_ATCC8492_02146	BU_ATCC8492_copy_02146
OG0002159_1	BU_ATCC8492_02147	BU_ATCC8492_copy_02147
OG0002160_1	BU_ATCC8492_02148	BU_ATCC8492_copy_02148
OG0002161_1	BU_ATCC8492_02149	BU_ATCC8492_copy_02149
OG0002162_1	BU_ATCC8492_02150	BU_ATCC8492_copy_02150
OG0002163_1	BU_ATCC8492_02151	BU_ATCC8492_copy_02151
OG0002164_1	BU_ATCC8492_02152	BU_ATCC8492_copy_02152
OG0002165_1	BU_ATCC8492_02153	BU_ATCC8492_copy_02153
OG0002166_1	BU_ATCC8492_02154	BU_ATCC8492_copy_02154
OG0002167_1	BU_ATCC8492_02155	BU_ATCC8492_copy_02155
OG0002168_1	BU_ATCC8492_02156	BU_ATCC8492_copy_02156
OG0002169_1	BU_ATCC8492_02157	BU_ATCC8492_copy_02157
OG0002170_1	BU_ATCC8492_02158	BU_ATCC8492_copy_02158
OG0002171_1	BU_ATCC8492_02159	BU_ATCC8492_copy_02159
OG0002172_1	BU_ATCC8492_02160	BU_ATCC8492_copy_02160
OG0002173_1	BU_ATCC8492_02161	BU_ATCC8492_copy_02161
OG0002174_1	BU_ATCC8492_02162	BU_ATCC8492_copy_02162
OG0002175_1	BU_ATCC8492_02163	BU_ATCC8492_copy_02163
OG0002176_1	BU_ATCC8492_02164	BU_ATCC8492_copy_02164
OG0002177_1	BU_ATCC8492_02165	BU_ATCC8492_copy_02165
OG0002178_1	BU_ATCC8492_02166	BU_ATCC8492_copy_02166
OG0002179_1	BU_ATCC8492_02167	BU_ATCC8492_copy_02167
OG0002180_1	BU_ATCC8492_02168	BU_ATCC8492_copy_02168
OG0002181_1	BU_ATCC8492_02169	BU_ATCC8492_copy_02169
OG0002182_1	BU_ATCC8492_02170	BU_ATCC8492_copy_02170
OG0002183_1	BU_ATCC8492_02171	BU_ATCC8492_copy_02171
OG0002184_1	BU_ATCC8492_02172	BU_ATCC8492_copy_02172
OG0002185_1	BU_ATCC8492_02173	BU_ATCC8492_copy_02173
OG0002186_1	BU_ATCC8492_02174	BU_ATCC8492_copy_02174
OG0002187_1	BU_ATCC8492_02175	BU_ATCC8492_copy_02175
OG0002188_1	BU_ATCC8492_02176	BU_ATCC8492_copy_02176
OG0002189_1	BU_ATCC8492_02177	BU_ATCC8492_copy_02177
OG0002190_1	BU_ATCC8492_02178	BU_ATCC8492_copy_02178
OG0002191_1	BU_ATCC8492_02179	BU_ATCC8492_copy_02179
OG0002192_1	BU_ATCC8492_02180	BU_ATCC8492_copy_02180
OG0002193_1	BU_ATCC8492_02181	BU_ATCC8492_copy_02181
OG0002194_1	BU_ATCC8492_02182	BU_ATCC8492_copy_02182
OG0002195_1	BU_ATCC8492_02183	BU_ATCC8492_copy_02183
OG0002196_1	BU_ATCC8492_02184	BU_ATCC8492_copy_02184
OG0002197_1	BU_ATCC8492_02185	BU_ATCC8492_copy_02185
OG0002198_1	BU_ATCC8492_02186	BU_ATCC8492_copy_02186
OG0002199_1	BU_ATCC8492_02187	BU_ATCC8492_copy_02187
OG0002200_1	BU_ATCC8492_02188	BU_ATCC8492_copy_02188
OG0002201_1	BU_ATCC8492_02189	BU_ATCC8492_copy_02189
OG0002202_1	BU_ATCC8492_02190	BU_ATCC8492_copy_02190
OG0002203_1	BU_ATCC8492_02191	BU_ATCC8492_copy_02191
OG0002204_1	BU_ATCC8492_02192	BU_ATCC8492_copy_02192
OG0002205_1	BU_ATCC8492_02193	BU_ATCC8492_copy_02193
OG0002206_1	BU_ATCC8492_02194	BU_ATCC8492_copy_02194
OG0002207_1	BU_ATCC8492_02195	BU_ATCC8492_copy_02195
OG0002208_1	BU_ATCC8492_02196	BU_ATCC8492_copy_02196
OG0002209_1	BU_ATCC8492_02197	BU_ATCC8492_copy_02197
OG0002210_1	BU_ATCC8492_02198	BU_ATCC8492_copy_02198
OG0002211_1	BU_ATCC8492_02199	BU_ATCC8492_copy_02199
OG0002212_1	BU_ATCC8492_02200	BU_ATCC8492_copy_02200
OG0002213_1	BU_ATCC8492_02201	BU_ATCC8492_copy_02201
OG0002214_1	BU_ATCC8492_02202	BU_ATCC8492_copy_02202
OG0002215_1	BU_ATCC8492_02203	BU_ATCC8492_copy_02203
OG0002216_1	BU_ATCC8492_02204	BU_ATCC8492_copy_02204
