Orthogroup	BU_ATCC8492	PV_ATCC8482	PV_ATCC8482_copy
OG0001034_1	NA	PV_ATCC8482_01382	PV_ATCC8482_copy_01382
OG0001034_2	BU_ATCC8492_00732	NA	NA
OG0001035_1	NA	PV_ATCC8482_01383	PV_ATCC8482_copy_01383
OG0001035_2	BU_ATCC8492_00733	NA	NA
OG0001036_1	NA	PV_ATCC8482_01384	PV_ATCC8482_copy_01384
OG0001036_2	BU_ATCC8492_00734	NA	NA
OG0001037_1	NA	PV_ATCC8482_01118	PV_ATCC8482_copy_01118
OG0001037_2	BU_ATCC8492_00735	NA	NA
OG0001038_1	NA	PV_ATCC8482_01032	PV_ATCC8482_copy_01032
OG0001038_2	BU_ATCC8492_00736	NA	NA
OG0001039_1	NA	PV_ATCC8482_01031	PV_ATCC8482_copy_01031
OG0001039_2	BU_ATCC8492_00737	NA	NA
OG0001040_1	NA	PV_ATCC8482_01030	PV_ATCC8482_copy_01030
OG0001040_2	BU_ATCC8492_00738	NA	NA
OG0001041_1	NA	PV_ATCC8482_01029	PV_ATCC8482_copy_01029
OG0001041_2	BU_ATCC8492_00739	NA	NA
OG0001042_1	NA	PV_ATCC8482_01027	PV_ATCC8482_copy_01027
OG0001042_2	BU_ATCC8492_00741	NA	NA
OG0001043_1	NA	PV_ATCC8482_01009	PV_ATCC8482_copy_01009
OG0001043_2	BU_ATCC8492_00769	NA	NA
OG0001044_1	NA	PV_ATCC8482_00929	PV_ATCC8482_copy_00929
OG0001044_2	BU_ATCC8492_00770	NA	NA
OG0001045_1	NA	PV_ATCC8482_00627	PV_ATCC8482_copy_00627
OG0001045_2	BU_ATCC8492_00772	NA	NA
OG0001046_1	NA	PV_ATCC8482_02800	PV_ATCC8482_copy_02800
OG0001046_2	BU_ATCC8492_00774	NA	NA
OG0001047_1	NA	PV_ATCC8482_02799	PV_ATCC8482_copy_02799
OG0001047_2	BU_ATCC8492_00775	NA	NA
OG0001048_1	NA	PV_ATCC8482_00928	PV_ATCC8482_copy_00928
OG0001048_2	BU_ATCC8492_00776	NA	NA
OG0001049_1	NA	PV_ATCC8482_00926	PV_ATCC8482_copy_00926
OG0001049_2	BU_ATCC8492_00778	NA	NA
OG0001050_1	NA	PV_ATCC8482_00906	PV_ATCC8482_copy_00906
OG0001050_2	BU_ATCC8492_00779	NA	NA
OG0001051_1	NA	PV_ATCC8482_00905	PV_ATCC8482_copy_00905
OG0001051_2	BU_ATCC8492_00780	NA	NA
OG0001052_1	NA	PV_ATCC8482_00907	PV_ATCC8482_copy_00907
OG0001052_2	BU_ATCC8492_00781	NA	NA
OG0001053_1	NA	PV_ATCC8482_00908	PV_ATCC8482_copy_00908
OG0001053_2	BU_ATCC8492_00782	NA	NA
OG0001054_1	NA	PV_ATCC8482_00909	PV_ATCC8482_copy_00909
OG0001054_2	BU_ATCC8492_00783	NA	NA
OG0001055_1	NA	PV_ATCC8482_00911	PV_ATCC8482_copy_00911
OG0001055_2	BU_ATCC8492_00785	NA	NA
OG0001056_1	NA	PV_ATCC8482_00912	PV_ATCC8482_copy_00912
OG0001056_2	BU_ATCC8492_00786	NA	NA
OG0001057_1	NA	PV_ATCC8482_00913	PV_ATCC8482_copy_00913
OG0001057_2	BU_ATCC8492_00787	NA	NA
OG0001058_1	BU_ATCC8492_00793	NA	NA
OG0001058_2	BU_ATCC8492_01076	NA	NA
OG0001059_1	NA	PV_ATCC8482_00915	PV_ATCC8482_copy_00915
OG0001059_2	BU_ATCC8492_00809	NA	NA
OG0001060_1	NA	PV_ATCC8482_00916	PV_ATCC8482_copy_00916
OG0001060_2	BU_ATCC8492_00810	NA	NA
OG0001061_1	BU_ATCC8492_00812	NA	NA
OG0001061_2	BU_ATCC8492_03213	NA	NA
OG0001062_1	NA	PV_ATCC8482_00922	PV_ATCC8482_copy_00922
OG0001062_2	BU_ATCC8492_00814	NA	NA
OG0001063_1	NA	PV_ATCC8482_00925	PV_ATCC8482_copy_00925
OG0001063_2	BU_ATCC8492_00816	NA	NA
OG0001064_1	NA	PV_ATCC8482_01484	PV_ATCC8482_copy_01484
OG0001064_2	BU_ATCC8492_00817	NA	NA
OG0001065_1	NA	PV_ATCC8482_01483	PV_ATCC8482_copy_01483
OG0001065_2	BU_ATCC8492_00818	NA	NA
OG0001066_1	NA	PV_ATCC8482_01482	PV_ATCC8482_copy_01482
OG0001066_2	BU_ATCC8492_00819	NA	NA
OG0001067_1	NA	PV_ATCC8482_01378	PV_ATCC8482_copy_01378
OG0001067_2	BU_ATCC8492_00820	NA	NA
OG0001068_1	NA	PV_ATCC8482_01377	PV_ATCC8482_copy_01377
OG0001068_2	BU_ATCC8492_00821	NA	NA
OG0001069_1	NA	PV_ATCC8482_01352	PV_ATCC8482_copy_01352
OG0001069_2	BU_ATCC8492_00829	NA	NA
OG0001070_1	NA	PV_ATCC8482_03947	PV_ATCC8482_copy_03947
OG0001070_2	BU_ATCC8492_00831	NA	NA
OG0001071_1	NA	PV_ATCC8482_01360	PV_ATCC8482_copy_01360
OG0001071_2	BU_ATCC8492_00836	NA	NA
OG0001072_1	NA	PV_ATCC8482_01361	PV_ATCC8482_copy_01361
OG0001072_2	BU_ATCC8492_00837	NA	NA
OG0001073_1	NA	PV_ATCC8482_01277	PV_ATCC8482_copy_01277
OG0001073_2	BU_ATCC8492_00838	NA	NA
OG0001074_1	NA	PV_ATCC8482_01278	PV_ATCC8482_copy_01278
OG0001074_2	BU_ATCC8492_00839	NA	NA
OG0001075_1	NA	PV_ATCC8482_01279	PV_ATCC8482_copy_01279
OG0001075_2	BU_ATCC8492_00842	NA	NA
OG0001076_1	NA	PV_ATCC8482_01280	PV_ATCC8482_copy_01280
OG0001076_2	BU_ATCC8492_00843	NA	NA
OG0001077_1	BU_ATCC8492_00844	PV_ATCC8482_01281	PV_ATCC8482_copy_01281
OG0001078_1	BU_ATCC8492_00845	PV_ATCC8482_01282	PV_ATCC8482_copy_01282
OG0001079_1	BU_ATCC8492_00846	PV_ATCC8482_01283	PV_ATCC8482_copy_01283
OG0001080_1	BU_ATCC8492_00850	PV_ATCC8482_01285	PV_ATCC8482_copy_01285
OG0001081_1	BU_ATCC8492_00851	PV_ATCC8482_01286	PV_ATCC8482_copy_01286
OG0001082_1	BU_ATCC8492_00852	PV_ATCC8482_01287	PV_ATCC8482_copy_01287
OG0001083_1	BU_ATCC8492_00854	PV_ATCC8482_01289	PV_ATCC8482_copy_01289
OG0001084_1	BU_ATCC8492_00855	PV_ATCC8482_01290	PV_ATCC8482_copy_01290
OG0001085_1	NA	PV_ATCC8482_01778	PV_ATCC8482_copy_01778
OG0001085_2	BU_ATCC8492_00857	NA	NA
OG0001086_1	NA	PV_ATCC8482_01295	PV_ATCC8482_copy_01295
OG0001086_2	BU_ATCC8492_00859	NA	NA
OG0001087_1	NA	PV_ATCC8482_01122	PV_ATCC8482_copy_01122
OG0001087_2	BU_ATCC8492_00860	NA	NA
OG0001088_1	NA	PV_ATCC8482_01123	PV_ATCC8482_copy_01123
OG0001088_2	BU_ATCC8492_00861	NA	NA
OG0001089_1	NA	PV_ATCC8482_01125	PV_ATCC8482_copy_01125
OG0001089_2	BU_ATCC8492_00863	NA	NA
OG0001090_1	NA	PV_ATCC8482_01127	PV_ATCC8482_copy_01127
OG0001090_2	BU_ATCC8492_00864	NA	NA
OG0001091_1	BU_ATCC8492_00865	PV_ATCC8482_01128	PV_ATCC8482_copy_01128
OG0001092_1	BU_ATCC8492_00866	PV_ATCC8482_01129	PV_ATCC8482_copy_01129
OG0001093_1	BU_ATCC8492_00869	PV_ATCC8482_01131	PV_ATCC8482_copy_01131
OG0001094_1	BU_ATCC8492_00870	PV_ATCC8482_01134	PV_ATCC8482_copy_01134
OG0001095_1	BU_ATCC8492_00872	PV_ATCC8482_01136	PV_ATCC8482_copy_01136
OG0001096_1	BU_ATCC8492_00873	PV_ATCC8482_01137	PV_ATCC8482_copy_01137
OG0001097_1	NA	PV_ATCC8482_01138	PV_ATCC8482_copy_01138
OG0001097_2	BU_ATCC8492_00874	NA	NA
OG0001098_1	NA	PV_ATCC8482_01139	PV_ATCC8482_copy_01139
OG0001098_2	BU_ATCC8492_00875	NA	NA
OG0001099_1	NA	PV_ATCC8482_01143	PV_ATCC8482_copy_01143
OG0001099_2	BU_ATCC8492_00876	NA	NA
OG0001100_1	NA	PV_ATCC8482_01144	PV_ATCC8482_copy_01144
OG0001100_2	BU_ATCC8492_00877	NA	NA
OG0001101_1	NA	PV_ATCC8482_01145	PV_ATCC8482_copy_01145
OG0001101_2	BU_ATCC8492_00892	NA	NA
OG0001102_1	NA	PV_ATCC8482_01146	PV_ATCC8482_copy_01146
OG0001102_2	BU_ATCC8492_00893	NA	NA
OG0001103_1	NA	PV_ATCC8482_01147	PV_ATCC8482_copy_01147
OG0001103_2	BU_ATCC8492_00898	NA	NA
OG0001104_1	NA	PV_ATCC8482_01148	PV_ATCC8482_copy_01148
OG0001104_2	BU_ATCC8492_00899	NA	NA
OG0001105_1	NA	PV_ATCC8482_01237	PV_ATCC8482_copy_01237
OG0001105_2	BU_ATCC8492_00902	NA	NA
OG0001106_1	NA	PV_ATCC8482_01236	PV_ATCC8482_copy_01236
OG0001106_2	BU_ATCC8492_00903	NA	NA
OG0001107_1	NA	PV_ATCC8482_01235	PV_ATCC8482_copy_01235
OG0001107_2	BU_ATCC8492_00904	NA	NA
OG0001108_1	NA	PV_ATCC8482_01234	PV_ATCC8482_copy_01234
OG0001108_2	BU_ATCC8492_00905	NA	NA
OG0001109_1	NA	PV_ATCC8482_01233	PV_ATCC8482_copy_01233
OG0001109_2	BU_ATCC8492_00906	NA	NA
OG0001110_1	NA	PV_ATCC8482_01232	PV_ATCC8482_copy_01232
OG0001110_2	BU_ATCC8492_00907	NA	NA
OG0001111_1	NA	PV_ATCC8482_01231	PV_ATCC8482_copy_01231
OG0001111_2	BU_ATCC8492_00908	NA	NA
OG0001112_1	NA	PV_ATCC8482_01230	PV_ATCC8482_copy_01230
OG0001112_2	BU_ATCC8492_00930	NA	NA
OG0001113_1	NA	PV_ATCC8482_01218	PV_ATCC8482_copy_01218
OG0001113_2	BU_ATCC8492_00931	NA	NA
OG0001114_1	NA	PV_ATCC8482_01217	PV_ATCC8482_copy_01217
OG0001114_2	BU_ATCC8492_00932	NA	NA
OG0001115_1	NA	PV_ATCC8482_01216	PV_ATCC8482_copy_01216
OG0001115_2	BU_ATCC8492_00933	NA	NA
OG0001116_1	BU_ATCC8492_00934	PV_ATCC8482_01215	PV_ATCC8482_copy_01215
OG0001117_1	BU_ATCC8492_00935	PV_ATCC8482_01214	PV_ATCC8482_copy_01214
OG0001118_1	NA	PV_ATCC8482_01213	PV_ATCC8482_copy_01213
OG0001118_2	BU_ATCC8492_00936	NA	NA
OG0001119_1	NA	PV_ATCC8482_01212	PV_ATCC8482_copy_01212
OG0001119_2	BU_ATCC8492_00937	NA	NA
OG0001120_1	NA	PV_ATCC8482_01209	PV_ATCC8482_copy_01209
OG0001120_2	BU_ATCC8492_00939	NA	NA
OG0001121_1	NA	PV_ATCC8482_01207	PV_ATCC8482_copy_01207
OG0001121_2	BU_ATCC8492_00941	NA	NA
OG0001122_1	NA	PV_ATCC8482_01150	PV_ATCC8482_copy_01150
OG0001122_2	BU_ATCC8492_00946	NA	NA
OG0001123_1	NA	PV_ATCC8482_01153	PV_ATCC8482_copy_01153
OG0001123_2	BU_ATCC8492_00957	NA	NA
OG0001124_1	NA	PV_ATCC8482_01155	PV_ATCC8482_copy_01155
OG0001124_2	BU_ATCC8492_00960	NA	NA
OG0001125_1	NA	PV_ATCC8482_01178	PV_ATCC8482_copy_01178
OG0001125_2	BU_ATCC8492_00963	NA	NA
OG0001126_1	NA	PV_ATCC8482_01180	PV_ATCC8482_copy_01180
OG0001126_2	BU_ATCC8492_00964	NA	NA
OG0001127_1	NA	PV_ATCC8482_01240	PV_ATCC8482_copy_01240
OG0001127_2	BU_ATCC8492_00966	NA	NA
OG0001128_1	NA	PV_ATCC8482_01182	PV_ATCC8482_copy_01182
OG0001128_2	BU_ATCC8492_00967	NA	NA
OG0001129_1	NA	PV_ATCC8482_01183	PV_ATCC8482_copy_01183
OG0001129_2	BU_ATCC8492_00968	NA	NA
OG0001130_1	BU_ATCC8492_00969	PV_ATCC8482_01184	PV_ATCC8482_copy_01184
OG0001131_1	NA	PV_ATCC8482_03346	PV_ATCC8482_copy_03346
OG0001131_2	BU_ATCC8492_00970	NA	NA
OG0001132_1	NA	PV_ATCC8482_01185	PV_ATCC8482_copy_01185
OG0001132_2	BU_ATCC8492_00972	NA	NA
OG0001133_1	NA	PV_ATCC8482_01187	PV_ATCC8482_copy_01187
OG0001133_2	BU_ATCC8492_00973	NA	NA
OG0001134_1	NA	PV_ATCC8482_01189	PV_ATCC8482_copy_01189
OG0001134_2	BU_ATCC8492_00974	NA	NA
OG0001135_1	NA	PV_ATCC8482_01191	PV_ATCC8482_copy_01191
OG0001135_2	BU_ATCC8492_00975	NA	NA
OG0001136_1	NA	PV_ATCC8482_01192	PV_ATCC8482_copy_01192
OG0001136_2	BU_ATCC8492_00976	NA	NA
OG0001137_1	NA	PV_ATCC8482_03366	PV_ATCC8482_copy_03366
OG0001137_2	BU_ATCC8492_00977	NA	NA
OG0001138_1	NA	PV_ATCC8482_01422	PV_ATCC8482_copy_01422
OG0001138_2	BU_ATCC8492_00986	NA	NA
OG0001139_1	NA	PV_ATCC8482_00866	PV_ATCC8482_copy_00866
OG0001139_2	BU_ATCC8492_01009	NA	NA
OG0001140_1	NA	PV_ATCC8482_00865	PV_ATCC8482_copy_00865
OG0001140_2	BU_ATCC8492_01011	NA	NA
OG0001141_1	NA	PV_ATCC8482_01250	PV_ATCC8482_copy_01250
OG0001141_2	BU_ATCC8492_01037	NA	NA
OG0001142_1	NA	PV_ATCC8482_04113	PV_ATCC8482_copy_04113
OG0001142_2	BU_ATCC8492_01038	NA	NA
OG0001143_1	NA	PV_ATCC8482_01251	PV_ATCC8482_copy_01251
OG0001143_2	BU_ATCC8492_01039	NA	NA
OG0001144_1	NA	PV_ATCC8482_03112	PV_ATCC8482_copy_03112
OG0001144_2	BU_ATCC8492_01042	NA	NA
OG0001145_1	BU_ATCC8492_01044	PV_ATCC8482_01254	PV_ATCC8482_copy_01254
OG0001146_1	BU_ATCC8492_01045	PV_ATCC8482_01255	PV_ATCC8482_copy_01255
OG0001147_1	BU_ATCC8492_01046	PV_ATCC8482_01256	PV_ATCC8482_copy_01256
OG0001148_1	BU_ATCC8492_01047	PV_ATCC8482_01257	PV_ATCC8482_copy_01257
OG0001149_1	NA	PV_ATCC8482_01258	PV_ATCC8482_copy_01258
OG0001149_2	BU_ATCC8492_01048	NA	NA
OG0001150_1	NA	PV_ATCC8482_01259	PV_ATCC8482_copy_01259
OG0001150_2	BU_ATCC8492_01049	NA	NA
OG0001151_1	NA	PV_ATCC8482_01260	PV_ATCC8482_copy_01260
OG0001151_2	BU_ATCC8492_01050	NA	NA
OG0001152_1	NA	PV_ATCC8482_01261	PV_ATCC8482_copy_01261
OG0001152_2	BU_ATCC8492_01051	NA	NA
OG0001153_1	NA	PV_ATCC8482_02293	PV_ATCC8482_copy_02293
OG0001153_2	BU_ATCC8492_01058	NA	NA
OG0001154_1	NA	PV_ATCC8482_02296	PV_ATCC8482_copy_02296
OG0001154_2	BU_ATCC8492_01063	NA	NA
OG0001155_1	NA	PV_ATCC8482_01264	PV_ATCC8482_copy_01264
OG0001155_2	BU_ATCC8492_01066	NA	NA
OG0001156_1	NA	PV_ATCC8482_01265	PV_ATCC8482_copy_01265
OG0001156_2	BU_ATCC8492_01067	NA	NA
OG0001157_1	NA	PV_ATCC8482_01335	PV_ATCC8482_copy_01335
OG0001157_2	BU_ATCC8492_01077	NA	NA
OG0001158_1	NA	PV_ATCC8482_01336	PV_ATCC8482_copy_01336
OG0001158_2	BU_ATCC8492_01078	NA	NA
OG0001159_1	NA	PV_ATCC8482_01266	PV_ATCC8482_copy_01266
OG0001159_2	BU_ATCC8492_01079	NA	NA
OG0001160_1	NA	PV_ATCC8482_01337	PV_ATCC8482_copy_01337
OG0001160_2	BU_ATCC8492_01080	NA	NA
OG0001161_1	NA	PV_ATCC8482_01338	PV_ATCC8482_copy_01338
OG0001161_2	BU_ATCC8492_01081	NA	NA
OG0001162_1	NA	PV_ATCC8482_00879	PV_ATCC8482_copy_00879
OG0001162_2	BU_ATCC8492_01082	NA	NA
OG0001163_1	NA	PV_ATCC8482_00880	PV_ATCC8482_copy_00880
OG0001163_2	BU_ATCC8492_01083	NA	NA
OG0001164_1	NA	PV_ATCC8482_01340	PV_ATCC8482_copy_01340
OG0001164_2	BU_ATCC8492_01086	NA	NA
OG0001165_1	BU_ATCC8492_01088	NA	NA
OG0001165_2	BU_ATCC8492_01089	NA	NA
OG0001166_1	NA	PV_ATCC8482_01319	PV_ATCC8482_copy_01319
OG0001166_2	BU_ATCC8492_01091	NA	NA
OG0001167_1	NA	PV_ATCC8482_01318	PV_ATCC8482_copy_01318
OG0001167_2	BU_ATCC8492_01092	NA	NA
OG0001168_1	NA	PV_ATCC8482_01316	PV_ATCC8482_copy_01316
OG0001168_2	BU_ATCC8492_01093	NA	NA
OG0001169_1	NA	PV_ATCC8482_02497	PV_ATCC8482_copy_02497
OG0001169_2	BU_ATCC8492_01094	NA	NA
OG0001170_1	NA	PV_ATCC8482_01309	PV_ATCC8482_copy_01309
OG0001170_2	BU_ATCC8492_01100	NA	NA
OG0001171_1	NA	PV_ATCC8482_01308	PV_ATCC8482_copy_01308
OG0001171_2	BU_ATCC8492_01101	NA	NA
OG0001172_1	NA	PV_ATCC8482_01307	PV_ATCC8482_copy_01307
OG0001172_2	BU_ATCC8492_01103	NA	NA
OG0001173_1	NA	PV_ATCC8482_01306	PV_ATCC8482_copy_01306
OG0001173_2	BU_ATCC8492_01104	NA	NA
OG0001174_1	NA	PV_ATCC8482_01305	PV_ATCC8482_copy_01305
OG0001174_2	BU_ATCC8492_01105	NA	NA
OG0001175_1	NA	PV_ATCC8482_01304	PV_ATCC8482_copy_01304
OG0001175_2	BU_ATCC8492_01106	NA	NA
OG0001176_1	NA	PV_ATCC8482_01303	PV_ATCC8482_copy_01303
OG0001176_2	BU_ATCC8492_01107	NA	NA
OG0001177_1	NA	PV_ATCC8482_00167	PV_ATCC8482_copy_00167
OG0001177_2	BU_ATCC8492_01109	NA	NA
OG0001178_1	NA	PV_ATCC8482_01296	PV_ATCC8482_copy_01296
OG0001178_2	BU_ATCC8492_01111	NA	NA
OG0001179_1	NA	PV_ATCC8482_00128	PV_ATCC8482_copy_00128
OG0001179_2	BU_ATCC8492_01112	NA	NA
OG0001180_1	NA	PV_ATCC8482_01889	PV_ATCC8482_copy_01889
OG0001180_2	BU_ATCC8492_01119	NA	NA
OG0001181_1	NA	PV_ATCC8482_01075	PV_ATCC8482_copy_01075
OG0001181_2	BU_ATCC8492_01125	NA	NA
OG0001182_1	NA	PV_ATCC8482_01074	PV_ATCC8482_copy_01074
OG0001182_2	BU_ATCC8492_01126	NA	NA
OG0001183_1	NA	PV_ATCC8482_00347	PV_ATCC8482_copy_00347
OG0001183_2	BU_ATCC8492_01127	NA	NA
OG0001184_1	NA	PV_ATCC8482_03123	PV_ATCC8482_copy_03123
OG0001184_2	BU_ATCC8492_01130	NA	NA
OG0001185_1	NA	PV_ATCC8482_01045	PV_ATCC8482_copy_01045
OG0001185_2	BU_ATCC8492_01131	NA	NA
OG0001186_1	NA	PV_ATCC8482_01035	PV_ATCC8482_copy_01035
OG0001186_2	BU_ATCC8492_01132	NA	NA
OG0001187_1	NA	PV_ATCC8482_01076	PV_ATCC8482_copy_01076
OG0001187_2	BU_ATCC8492_01134	NA	NA
OG0001188_1	NA	PV_ATCC8482_01077	PV_ATCC8482_copy_01077
OG0001188_2	BU_ATCC8492_01135	NA	NA
OG0001189_1	NA	PV_ATCC8482_01086	PV_ATCC8482_copy_01086
OG0001189_2	BU_ATCC8492_01136	NA	NA
OG0001190_1	NA	PV_ATCC8482_01088	PV_ATCC8482_copy_01088
OG0001190_2	BU_ATCC8492_01138	NA	NA
OG0001191_1	NA	PV_ATCC8482_01089	PV_ATCC8482_copy_01089
OG0001191_2	BU_ATCC8492_01139	NA	NA
OG0001192_1	NA	PV_ATCC8482_01098	PV_ATCC8482_copy_01098
OG0001192_2	BU_ATCC8492_01141	NA	NA
OG0001193_1	NA	PV_ATCC8482_01795	PV_ATCC8482_copy_01795
OG0001193_2	BU_ATCC8492_01144	NA	NA
OG0001194_1	NA	PV_ATCC8482_01099	PV_ATCC8482_copy_01099
OG0001194_2	BU_ATCC8492_01149	NA	NA
OG0001195_1	NA	PV_ATCC8482_01103	PV_ATCC8482_copy_01103
OG0001195_2	BU_ATCC8492_01153	NA	NA
OG0001196_1	NA	PV_ATCC8482_01108	PV_ATCC8482_copy_01108
OG0001196_2	BU_ATCC8492_01158	NA	NA
OG0001197_1	NA	PV_ATCC8482_01117	PV_ATCC8482_copy_01117
OG0001197_2	BU_ATCC8492_01174	NA	NA
OG0001198_1	BU_ATCC8492_03229	NA	NA
OG0001198_2	BU_ATCC8492_01175	NA	NA
OG0001199_1	BU_ATCC8492_01177	NA	NA
OG0001199_2	BU_ATCC8492_03231	NA	NA
OG0001200_1	BU_ATCC8492_03232	NA	NA
OG0001200_2	BU_ATCC8492_01178	NA	NA
OG0001201_1	BU_ATCC8492_03233	NA	NA
OG0001201_2	BU_ATCC8492_01179	NA	NA
OG0001202_1	NA	PV_ATCC8482_01668	PV_ATCC8482_copy_01668
OG0001202_2	BU_ATCC8492_01180	NA	NA
OG0001203_1	NA	PV_ATCC8482_01385	PV_ATCC8482_copy_01385
OG0001203_2	BU_ATCC8492_01181	NA	NA
OG0001204_1	NA	PV_ATCC8482_01386	PV_ATCC8482_copy_01386
OG0001204_2	BU_ATCC8492_01182	NA	NA
OG0001205_1	NA	PV_ATCC8482_01387	PV_ATCC8482_copy_01387
OG0001205_2	BU_ATCC8492_01183	NA	NA
OG0001206_1	NA	PV_ATCC8482_01388	PV_ATCC8482_copy_01388
OG0001206_2	BU_ATCC8492_01184	NA	NA
OG0001207_1	NA	PV_ATCC8482_01389	PV_ATCC8482_copy_01389
OG0001207_2	BU_ATCC8492_01185	NA	NA
OG0001208_1	NA	PV_ATCC8482_01124	PV_ATCC8482_copy_01124
OG0001208_2	BU_ATCC8492_01189	NA	NA
OG0001209_1	NA	PV_ATCC8482_01391	PV_ATCC8482_copy_01391
OG0001209_2	BU_ATCC8492_01190	NA	NA
OG0001210_1	NA	PV_ATCC8482_01402	PV_ATCC8482_copy_01402
OG0001210_2	BU_ATCC8492_01191	NA	NA
OG0001211_1	NA	PV_ATCC8482_01403	PV_ATCC8482_copy_01403
OG0001211_2	BU_ATCC8492_01202	NA	NA
OG0001212_1	NA	PV_ATCC8482_01404	PV_ATCC8482_copy_01404
OG0001212_2	BU_ATCC8492_01203	NA	NA
OG0001213_1	NA	PV_ATCC8482_01405	PV_ATCC8482_copy_01405
OG0001213_2	BU_ATCC8492_01204	NA	NA
OG0001214_1	NA	PV_ATCC8482_01406	PV_ATCC8482_copy_01406
OG0001214_2	BU_ATCC8492_01205	NA	NA
OG0001215_1	NA	PV_ATCC8482_01407	PV_ATCC8482_copy_01407
OG0001215_2	BU_ATCC8492_01206	NA	NA
OG0001216_1	NA	PV_ATCC8482_01408	PV_ATCC8482_copy_01408
OG0001216_2	BU_ATCC8492_01207	NA	NA
OG0001217_1	NA	PV_ATCC8482_01409	PV_ATCC8482_copy_01409
OG0001217_2	BU_ATCC8492_01208	NA	NA
OG0001218_1	NA	PV_ATCC8482_01410	PV_ATCC8482_copy_01410
OG0001218_2	BU_ATCC8492_01209	NA	NA
OG0001219_1	NA	PV_ATCC8482_02344	PV_ATCC8482_copy_02344
OG0001219_2	BU_ATCC8492_01212	NA	NA
OG0001220_1	NA	PV_ATCC8482_02275	PV_ATCC8482_copy_02275
OG0001220_2	BU_ATCC8492_01216	NA	NA
OG0001221_1	NA	PV_ATCC8482_01487	PV_ATCC8482_copy_01487
OG0001221_2	BU_ATCC8492_01217	NA	NA
OG0001222_1	NA	PV_ATCC8482_01488	PV_ATCC8482_copy_01488
OG0001222_2	BU_ATCC8492_01218	NA	NA
OG0001223_1	NA	PV_ATCC8482_01489	PV_ATCC8482_copy_01489
OG0001223_2	BU_ATCC8492_01219	NA	NA
OG0001224_1	NA	PV_ATCC8482_01490	PV_ATCC8482_copy_01490
OG0001224_2	BU_ATCC8492_01220	NA	NA
OG0001225_1	NA	PV_ATCC8482_01491	PV_ATCC8482_copy_01491
OG0001225_2	BU_ATCC8492_01221	NA	NA
OG0001226_1	NA	PV_ATCC8482_03836	PV_ATCC8482_copy_03836
OG0001226_2	BU_ATCC8492_01229	NA	NA
OG0001227_1	BU_ATCC8492_01232	NA	NA
OG0001227_2	BU_ATCC8492_03012	NA	NA
OG0001228_1	NA	PV_ATCC8482_00210	PV_ATCC8482_copy_00210
OG0001228_2	BU_ATCC8492_01235	NA	NA
OG0001229_1	NA	PV_ATCC8482_00042	PV_ATCC8482_copy_00042
OG0001229_2	BU_ATCC8492_01240	NA	NA
OG0001230_1	NA	PV_ATCC8482_01525	PV_ATCC8482_copy_01525
OG0001230_2	BU_ATCC8492_01248	NA	NA
OG0001231_1	NA	PV_ATCC8482_01526	PV_ATCC8482_copy_01526
OG0001231_2	BU_ATCC8492_01249	NA	NA
OG0001232_1	NA	PV_ATCC8482_01527	PV_ATCC8482_copy_01527
OG0001232_2	BU_ATCC8492_01250	NA	NA
OG0001233_1	NA	PV_ATCC8482_02715	PV_ATCC8482_copy_02715
OG0001233_2	BU_ATCC8492_01251	NA	NA
OG0001234_1	NA	PV_ATCC8482_01520	PV_ATCC8482_copy_01520
OG0001234_2	BU_ATCC8492_01252	NA	NA
OG0001235_1	NA	PV_ATCC8482_03067	PV_ATCC8482_copy_03067
OG0001235_2	BU_ATCC8492_01253	NA	NA
OG0001236_1	NA	PV_ATCC8482_01517	PV_ATCC8482_copy_01517
OG0001236_2	BU_ATCC8492_01254	NA	NA
OG0001237_1	NA	PV_ATCC8482_01276	PV_ATCC8482_copy_01276
OG0001237_2	BU_ATCC8492_01256	NA	NA
OG0001238_1	NA	PV_ATCC8482_01997	PV_ATCC8482_copy_01997
OG0001238_2	BU_ATCC8492_01262	NA	NA
OG0001239_1	NA	PV_ATCC8482_03793	PV_ATCC8482_copy_03793
OG0001239_2	BU_ATCC8492_01263	NA	NA
OG0001240_1	NA	PV_ATCC8482_03792	PV_ATCC8482_copy_03792
OG0001240_2	BU_ATCC8492_01264	NA	NA
OG0001241_1	NA	PV_ATCC8482_01531	PV_ATCC8482_copy_01531
OG0001241_2	BU_ATCC8492_01271	NA	NA
OG0001242_1	NA	PV_ATCC8482_01529	PV_ATCC8482_copy_01529
OG0001242_2	BU_ATCC8492_01272	NA	NA
OG0001243_1	BU_ATCC8492_01274	NA	NA
OG0001243_2	BU_ATCC8492_02819	NA	NA
OG0001244_1	BU_ATCC8492_01278	NA	NA
OG0001244_2	BU_ATCC8492_02815	NA	NA
OG0001245_1	NA	PV_ATCC8482_01005	PV_ATCC8482_copy_01005
OG0001245_2	BU_ATCC8492_01279	NA	NA
OG0001246_1	NA	PV_ATCC8482_03607	PV_ATCC8482_copy_03607
OG0001246_2	BU_ATCC8492_01280	NA	NA
OG0001247_1	NA	PV_ATCC8482_03608	PV_ATCC8482_copy_03608
OG0001247_2	BU_ATCC8492_01281	NA	NA
OG0001248_1	BU_ATCC8492_01283	PV_ATCC8482_03610	PV_ATCC8482_copy_03610
OG0001249_1	BU_ATCC8492_01286	PV_ATCC8482_03613	PV_ATCC8482_copy_03613
